word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,margin_local,local_top_atom,l2_self,focus_rate
check out,v,ECO.withdraw,0.778982,0.924453,COG.forget,-0.145471,-0.086653,EXS.absence,8.768059,0.7975
twine,v,SOC.individual,0.735363,0.897512,PER.touch,-0.162149,-0.086652,PER.hear,9.445797,0.7839
elongate,adj,PRP.long,0.770776,0.857414,WLD.outer_realm,-0.086638,-0.086638,WLD.outer_realm,12.548071,0.4966
look-alike,n,SOC.individual,0.6769,0.768678,WLD.artless,-0.091777,-0.086617,ECO.withdraw,12.394411,0.5291
creeper,n,ACT.move,0.753855,0.892656,PER.stench,-0.138802,-0.086615,ACT.destroy,9.921986,0.88
tossup,n,STA.danger,0.815105,0.901664,EMO.unhappiness,-0.086559,-0.086559,EMO.unhappiness,7.374958,0.3907
esteem,v,COG.think,0.855953,0.959632,EMO.happiness,-0.103679,-0.086552,EMO.joy,6.49052,0.4159
phrasal,adj,FND.language,0.505335,0.606459,VAL.sacred,-0.101124,-0.086544,WLD.religion,8.76739,0.8752
invoke,v,ACT.make,0.756162,0.8427,CHG.begin,-0.086538,-0.086538,CHG.begin,8.366917,0.6045
hunch,n,WLD.nonscience,0.803552,0.93171,FND.intuition,-0.128159,-0.086529,EMO.joy,8.582504,0.6872
excretion,n,ECO.waste,0.758235,0.864395,ACT.stop,-0.10616,-0.086504,PRP.cold,8.433021,0.5206
poky,adj,PRP.slow,0.774329,0.900797,STA.illness,-0.126467,-0.086484,PRP.weak,6.263044,0.3161
organizer,n,COG.think,0.721418,0.90524,PRP.multiple,-0.183822,-0.086473,COG.separate,8.984268,0.6152
alcohol,n,ELM.water,0.691108,0.787571,BOD.foot,-0.096463,-0.086465,ACT.move,10.913365,0.579
Neanderthal,adj,BEI.human,0.782385,0.872257,VAL.falsehood,-0.089872,-0.086463,BEI.male,10.262054,0.5563
collapse,v,STA.illness,0.655553,0.775356,ECO.loss,-0.119804,-0.086457,CHG.decay,16.991411,0.5699
photomechanics,n,WLD.technique,0.757264,0.868777,COM.conduct,-0.111512,-0.086422,COG.separate,11.000973,0.3337
catechize,v,COM.teach,0.679922,0.766336,COM.secret,-0.086414,-0.086414,COM.secret,12.182923,0.3788
milk,v,ELM.water,0.778257,0.865361,SOC.pass,-0.087104,-0.086411,ACT.move,6.595661,0.3797
disturb,v,ACT.move,0.858748,0.945148,ACT.agitate,-0.0864,-0.0864,ACT.agitate,6.026825,0.3582
trump,v,ELM.wind,0.610853,0.784745,ACT.agitate,-0.173892,-0.086384,ELM.fire,9.128938,0.3625
pasty,adj,EXS.matter,0.733514,0.904379,PRP.dirty,-0.170865,-0.086375,PRP.wet,8.812358,0.5589
stratify,v,COM.conduct,0.657588,0.743957,SOC.official,-0.086369,-0.086369,SOC.official,8.634908,0.4027
rumination,n,COG.think,0.721076,0.867896,EMO.shame,-0.14682,-0.086367,EMO.wish,12.877864,0.4845
self-luminous,adj,ELM.light,0.734212,0.91879,PER.untouched,-0.184579,-0.08633,PRP.large,14.1607,0.4527
tref,adj,PRP.dirty,0.831241,0.917571,PRP.murky,-0.08633,-0.08633,PRP.murky,9.099032,0.7784
utterable,adj,BOD.mouth,0.85095,0.93726,BOD.eye,-0.08631,-0.08631,BOD.eye,6.92863,0.5601
decennium,n,TIM.period,0.467859,0.574653,SOC.nation,-0.106794,-0.086289,WLD.realm,11.173849,0.6773
hang,v,EMO.shame,0.619233,0.863005,PRP.dirty,-0.243772,-0.086288,VAL.profane,11.633506,0.3594
go,v,ACT.leave,0.785265,0.871553,ACT.sit,-0.086288,-0.086288,ACT.sit,10.022026,0.5221
dormant,adj,SOC.rest,0.600082,0.774087,PRP.shallow,-0.174005,-0.086287,ACT.go,10.555214,0.5819
of age,adj,PRP.aged,0.782919,0.885579,ABS.responsibility,-0.10266,-0.086284,PRP.single,10.97101,0.473
flirt,n,BEI.female,0.832155,0.920114,SOC.request,-0.087959,-0.08628,BEI.parent,7.563381,0.741
skier,n,ACT.move,0.848194,0.964321,PRP.small,-0.116128,-0.086271,ACT.ascend,11.740639,0.6025
firstborn,adj,SOC.family,0.726166,0.812434,SOC.citizen,-0.086268,-0.086268,SOC.citizen,13.71568,0.6359
individualism,n,WLD.nonscience,0.791687,0.929751,PRP.single,-0.138065,-0.086259,FND.consciousness,12.467638,0.5864
measure,v,LOG.cause,0.551939,0.83882,FND.number,-0.286881,-0.086251,COM.answer,10.325968,0.4125
interrelation,n,COG.think,0.607476,0.889071,BEI.parent,-0.281595,-0.086251,EMO.wish,12.977454,0.8048
take-home pay,n,ECO.income,0.780882,0.921785,BOD.face,-0.140903,-0.086249,BOD.head,7.008886,0.466
slenderness,n,PRP.narrow,0.831545,0.917792,PRP.rough,-0.086247,-0.086247,PRP.rough,6.117563,0.4402
bootlicker,n,SOC.praise,0.857555,0.943798,SOC.criticize,-0.086243,-0.086243,SOC.criticize,10.587143,0.7153
collect,v,ACT.obtain,0.708562,0.794804,ACT.go,-0.086242,-0.086242,ACT.go,10.004298,0.5502
neighbour,n,SOC.nation,0.856049,0.942277,SOC.public,-0.086228,-0.086228,SOC.public,9.582629,0.7225
distillation,n,ELM.water,0.76025,0.921934,COG.separate,-0.161683,-0.086222,PRP.smooth,10.196265,0.5119
internal revenue,n,ECO.income,0.655395,0.811665,FND.logic,-0.15627,-0.086217,TIM.moment,9.058493,0.3427
deficiency,n,EMO.wish,0.888083,0.974296,EMO.anger,-0.086213,-0.086213,EMO.anger,5.422204,0.3655
dream,v,PER.feel,0.80213,0.952532,PRP.single,-0.150402,-0.086197,EMO.patience,8.36484,0.6009
regret,n,EMO.desire,0.862929,0.949109,EMO.despair,-0.086179,-0.08618,EMO.despair,8.676635,0.7813
collect,v,SOC.individual,0.713086,0.855928,ACT.sit,-0.142843,-0.086176,PER.hear,10.794504,0.8832
waste,v,SOC.individual,0.766882,0.857681,FND.memoryless,-0.090799,-0.086173,COG.mindless,12.458607,0.6224
beer can,n,PRP.possible,0.774212,0.860377,ACT.emit,-0.086165,-0.086165,ACT.emit,7.550601,0.9645
contemporary,n,REL.same,0.512067,0.598194,SOC.request,-0.086127,-0.086127,SOC.request,8.957844,0.3351
warder,n,SOC.work,0.745593,0.831715,ABS.bound,-0.086122,-0.086121,ABS.bound,7.881425,0.446
note,n,ECO.currency,0.771698,0.857758,BOD.face,-0.08606,-0.08606,BOD.face,8.316163,0.6747
somewhere,n,SPC.place,0.731344,0.854164,ELM.earth,-0.122821,-0.086053,PRP.wide,7.366693,0.9888
composing,n,ACT.build,0.736778,0.822828,PRP.multiple,-0.08605,-0.08605,PRP.multiple,8.886378,0.322
elevated railroad,n,PRP.high,0.609498,0.780592,ELM.earth,-0.171094,-0.086049,PRP.cold,9.950651,0.565
newborn,adj,PRP.new,0.820752,0.906801,ACT.create,-0.086049,-0.086049,ACT.create,14.506644,0.5137
decrease,n,FND.transformation,0.674129,0.760174,ACT.agitate,-0.086046,-0.086046,ACT.agitate,10.823986,0.3191
misplace,v,ACT.lose,0.822749,0.911412,PER.see,-0.088663,-0.086032,ACT.stand,9.579008,0.7867
indocile,adj,PRP.difficult,0.829056,0.9195,EXS.spirit,-0.090443,-0.086031,EMO.sorrow,9.867805,0.4849
disbandment,n,ACT.dissolve,0.670329,0.831845,COM.conduct,-0.161517,-0.08603,ACT.abandon,9.781817,0.3311
probe,v,WLD.science,0.797941,0.883941,COM.question,-0.085999,-0.086,COM.question,5.613604,0.364
shamble,n,BOD.foot,0.812416,0.925324,WLD.artless,-0.112908,-0.08599,BOD.mouth,9.260289,0.535
windy,adj,PRP.fast,0.667543,0.805862,SPC.place,-0.138319,-0.085979,PRP.part,10.33174,0.5075
fetid,adj,PER.fragrance,0.786139,0.911759,VAL.ugliness,-0.12562,-0.085976,PER.bitter,13.788019,0.5661
profaneness,n,VAL.profane,0.520495,0.606459,VAL.sacred,-0.085964,-0.085964,VAL.sacred,8.932305,0.5711
skirt,v,SOC.pass,0.739128,0.897923,PRP.blunt,-0.158795,-0.085959,ACT.go,6.266744,0.4083
reeler,n,ACT.move,0.786584,0.890768,BOD.hand,-0.104185,-0.085956,PER.touch,13.049667,0.5294
educate,v,SOC.work,0.676801,0.891542,COG.learn,-0.214741,-0.085943,COM.answer,7.512535,0.444
area,n,EXS.matter,0.824567,0.910509,NAT.sea,-0.085941,-0.085942,NAT.sea,8.53189,0.7098
commove,v,ACT.agitate,0.721091,0.852073,COM.conflict,-0.130982,-0.085938,SOC.attack,8.403706,0.5073
repurchase,n,ACT.obtain,0.690596,0.806766,SOC.sleep,-0.11617,-0.085914,ACT.stop,15.554107,0.4538
mark up,v,ECO.earn,0.670761,0.883612,LOG.reason,-0.212851,-0.085907,ECO.price,8.772312,0.3673
disconcertion,n,ACT.make,0.374037,0.630928,STA.war,-0.256891,-0.085895,ACT.destroy,12.610694,0.5531
fill,n,EXS.matter,0.765989,0.892076,STA.comfort,-0.126087,-0.085889,NAT.sea,10.144103,0.6473
dehydration,n,PRP.dry,0.847981,0.933866,PRP.weak,-0.085885,-0.085885,PRP.weak,9.295844,0.515
verity,n,VAL.truth,0.765141,0.902183,FND.numberless,-0.137042,-0.085882,VAL.sacred,7.124068,0.3898
weepiness,n,EMO.unhappiness,0.836199,0.925775,PER.see,-0.089577,-0.085875,EXS.absence,8.596813,0.8609
lurk,v,COM.secret,0.818046,0.916587,PRP.single,-0.098541,-0.085865,SOC.individual,10.093048,0.8045
theorist,n,WLD.nonscience,0.761384,0.863831,FND.play,-0.102447,-0.08586,EMO.joy,7.75092,0.4713
boatyard,n,SPC.place,0.710466,0.838599,ACT.stand,-0.128133,-0.085857,MAT.drink,10.255249,0.7265
annoy,v,COM.practice,0.649736,0.737551,WLD.artless,-0.087814,-0.085849,COM.conflict,8.241188,0.33
stifle,v,SOC.obstruct,0.845958,0.931796,SOC.attack,-0.085838,-0.085838,SOC.attack,6.517494,0.3179
role,n,PRP.part,0.690383,0.92101,SOC.citizen,-0.230627,-0.08583,SPC.direction,17.454751,0.4949
signal,v,SOC.individual,0.773254,0.902102,COM.answer,-0.128848,-0.08582,SOC.praise,14.882864,0.5203
problematical,adj,PRP.difficult,0.8362,0.922009,EMO.anxiety,-0.085809,-0.085809,EMO.anxiety,7.427183,0.6693
eke out,v,ECO.earn,0.719163,0.903653,PER.blind,-0.184489,-0.085806,BEI.beast,18.350176,0.4319
appreciate,v,LOG.cause,0.814627,0.900428,ACT.calm,-0.085801,-0.085801,ACT.calm,6.755469,0.3313
exit,n,ACT.exit,0.767464,0.877329,ACT.move,-0.109865,-0.085799,ACT.sit,9.204603,0.7809
cheerful,adj,EMO.hope,0.809426,0.895222,EMO.like,-0.085796,-0.085796,EMO.like,8.928261,0.6285
moocher,n,ACT.obtain,0.66084,0.865077,COM.conflict,-0.204237,-0.085788,ACT.lose,10.137372,0.6141
cadetship,n,CHG.begin,0.608934,0.745838,SOC.official,-0.136904,-0.085784,SOC.work,14.77153,0.662
folderol,n,ECO.waste,0.815543,0.901325,PRP.dirty,-0.085782,-0.085782,PRP.dirty,7.056868,0.3507
point,v,PRP.sharp,0.856355,0.957453,PER.see,-0.101098,-0.085772,BOD.eye,5.7982,0.4378
slap,n,PER.touch,0.818127,0.942538,SOC.attack,-0.124411,-0.085764,PRP.hot,10.808208,0.6972
post,v,COM.announce,0.786043,0.871799,FND.information,-0.085756,-0.085756,FND.information,10.631849,0.7077
fortification,n,WLD.art,0.679404,0.847469,ELM.sky,-0.168064,-0.08575,WLD.secular,9.393705,0.446
put up,v,ECO.pay,0.809009,0.894756,ACT.give,-0.085747,-0.085747,ACT.give,12.937619,0.5761
enterprise,n,FND.labor,0.502235,0.693491,ACT.create,-0.191256,-0.085745,FND.logic,8.892765,0.3845
proclamation,n,COM.speak,0.697623,0.84613,COG.intention,-0.148507,-0.085738,EMO.wish,11.48685,0.4828
leave,v,ACT.leave,0.774972,0.86069,ACT.sit,-0.085718,-0.085718,ACT.sit,8.073522,0.5049
offset,n,ACT.move,0.73771,0.834656,FND.spatiality,-0.096946,-0.085713,EXS.matter,8.037476,0.8478
melt,v,SOC.individual,0.717386,0.896743,STA.healing,-0.179357,-0.085703,PER.feel,13.07402,0.5386
kneeler,n,EXS.being,0.690993,0.80569,MAT.drink,-0.114697,-0.085702,EXS.void,9.733935,0.8985
awkward,adj,PRP.difficult,0.852715,0.954409,EMO.contempt,-0.101694,-0.0857,EMO.dislike,6.760689,0.6919
mission,n,SOC.work,0.694366,0.854935,ABS.release,-0.160569,-0.085699,SOC.praise,15.789402,0.5133
holler,n,COM.speak,0.811905,0.899746,ACT.emit,-0.087841,-0.085697,BOD.mouth,9.262193,0.8477
shear,v,MAT.clothing,0.725115,0.899875,STA.healing,-0.17476,-0.085694,MAT.bare_hand,10.279439,0.6231
gold digger,n,BEI.female,0.783306,0.868998,BEI.parent,-0.085693,-0.085692,BEI.parent,8.167674,0.5386
spy,v,PER.feel,0.644324,0.75424,FND.uninformed,-0.109916,-0.08569,PER.see,9.776277,0.3693
transsexual,n,SOC.individual,0.820341,0.912658,FND.languageless,-0.092317,-0.085684,ABS.self,12.65079,0.5104
occasion,v,ACT.make,0.601174,0.686848,ACT.create,-0.085674,-0.085674,ACT.create,10.07102,0.6795
searcher,n,SOC.official,0.829787,0.915459,SOC.citizen,-0.085672,-0.085672,SOC.citizen,6.627615,0.4563
harangue,n,COM.speak,0.815559,0.922885,SOC.criticize,-0.107326,-0.085662,COM.conflict,9.527641,0.4565
stray,v,BEI.beast,0.803933,0.908754,ACT.sit,-0.104821,-0.085662,ACT.go,9.47192,0.7707
slender,adj,PRP.narrow,0.764682,0.889435,ACT.sit,-0.124754,-0.085659,PRP.small,11.697916,0.4964
put through,v,CHG.end,0.650938,0.736594,CHG.advance,-0.085656,-0.085656,CHG.advance,8.412661,0.4272
haul,n,SOC.homeless,0.845045,0.944315,MAT.clothing,-0.09927,-0.085648,PER.touch,9.010057,0.8115
trigger,n,ACT.make,0.600982,0.761288,LOG.effect,-0.160306,-0.085638,ACT.agitate,14.853746,0.7889
persnickety,adj,EMO.pride,0.780365,0.866002,WLD.unskilled,-0.085637,-0.085637,WLD.unskilled,9.195942,0.4161
laurelwood,n,NAT.tree,0.686967,0.845386,ELM.earth,-0.158419,-0.085632,NAT.sea,9.380238,0.9748
crawler,n,SOC.individual,0.597709,0.862101,FND.uninformed,-0.264392,-0.08563,ECO.withdraw,12.649036,0.7122
twinge,n,PER.feel,0.740748,0.870352,ACT.leave,-0.129604,-0.085626,ACT.exit,11.674686,0.7525
define,v,EXS.being,0.729758,0.815378,FND.time,-0.08562,-0.08562,FND.time,19.050425,0.4302
retreat,v,CHG.retreat,0.852715,0.938324,ACT.arrive,-0.085609,-0.085609,ACT.arrive,4.248889,0.3725
flora,n,BEI.plant,0.784153,0.869759,NAT.river,-0.085606,-0.085606,NAT.river,10.168186,0.8643
Zimbabwean,adj,SOC.individual,0.825423,0.940297,ABS.wise,-0.114874,-0.085594,EMO.patience,10.149358,0.582
emanation,n,ACT.move,0.782794,0.868385,ACT.emit,-0.085591,-0.085591,ACT.emit,7.175027,0.5382
derivation,n,ACT.build,0.758201,0.851727,WLD.science,-0.093526,-0.085588,PRP.multiple,8.122982,0.3044
copy,v,ACT.create,0.501659,0.689201,FND.uninformed,-0.187541,-0.085586,PRP.new,14.082734,0.5924
come upon,v,ACT.obtain,0.740327,0.832428,TIM.appear,-0.092101,-0.085586,ACT.leave,12.327661,0.7086
puff,v,SOC.praise,0.674879,0.836364,PRP.wet,-0.161485,-0.085574,SOC.pass,9.105261,0.4358
break,v,STA.poverty,0.608271,0.853277,COM.conduct,-0.245006,-0.085571,STA.healing,17.008148,0.3539
easiness,n,COM.conduct,0.765676,0.851233,SOC.official,-0.085558,-0.085557,SOC.official,6.134292,0.3289
boozy,adj,MAT.drink,0.765509,0.905764,STA.pain,-0.140254,-0.085533,PRP.hot,8.03561,0.4051
violent,adj,PRP.deep,0.796467,0.914288,SOC.attack,-0.11782,-0.085533,VAL.profane,10.917014,0.8874
stockpile,v,ECO.income,0.821233,0.90675,WLD.technique,-0.085517,-0.085517,WLD.technique,7.535488,0.6198
sum,n,FND.number,0.71941,0.708637,FND.logic,0.010773,-0.085516,WLD.science,7.149317,0.1378
stand in,v,SOC.individual,0.837968,0.923474,SOC.request,-0.085506,-0.085506,SOC.request,8.134332,0.9492
posing,n,ACT.move,0.803416,0.888879,ACT.sit,-0.085463,-0.085463,ACT.sit,10.852291,0.6395
butterfly,v,BOD.mouth,0.792816,0.90701,ACT.rise,-0.114194,-0.085445,PER.touch,11.348948,0.6814
catch,v,SOC.individual,0.721512,0.900507,ACT.go,-0.178995,-0.085444,SOC.rest,12.022561,0.6742
trust,v,WLD.religion,0.798401,0.896145,SOC.citizen,-0.097744,-0.085442,ABS.responsibility,7.338292,0.3463
young-bearing,adj,BEI.female,0.723165,0.86518,ACT.create,-0.142015,-0.08544,BEI.child,12.890605,0.53
patched,adj,PRP.aged,0.8515,0.936928,BOD.eye,-0.085428,-0.085428,BOD.eye,7.936727,0.634
submergence,n,ACT.descend,0.826884,0.912311,ACT.sit,-0.085427,-0.085427,ACT.sit,8.6562,0.6674
fresco,n,ACT.create,0.751861,0.837285,ACT.build,-0.085424,-0.085424,ACT.build,14.271607,0.5181
phoenix tree,n,NAT.tree,0.803608,0.889032,ACT.go,-0.085424,-0.085424,ACT.go,10.119041,0.5633
resistant,adj,SOC.refuse,0.811887,0.897299,SOC.stateless,-0.085412,-0.085412,SOC.stateless,8.338783,0.5147
current,n,NAT.river,0.773286,0.900872,SOC.sleep,-0.127587,-0.085408,ELM.moon,12.619675,0.5001
historical document,n,FND.history,0.812573,0.897963,PRP.clear,-0.08539,-0.08539,PRP.clear,9.466739,0.6835
transshipment,n,ACT.move,0.660045,0.760808,FND.spatiality,-0.100762,-0.085388,ACT.build,11.232,0.7984
siphon,n,ACT.move,0.840714,0.939723,ECO.money,-0.099008,-0.085388,ACT.give,9.547744,0.5894
brass instrument,n,ELM.wind,0.751697,0.863557,BEI.root,-0.11186,-0.085378,PER.sound,7.800077,0.5195
pollard,v,MAT.clothing,0.820486,0.905846,ACT.stand,-0.08536,-0.08536,ACT.stand,9.597649,0.6414
bag,n,ACT.obtain,0.823383,0.908738,ACT.go,-0.085355,-0.085355,ACT.go,9.075047,0.707
postmaster general,n,SOC.official,0.78173,0.867076,SOC.nation,-0.085345,-0.085346,SOC.nation,12.195388,0.4958
feeder,n,BEI.beast,0.78919,0.87874,EXS.matter,-0.089551,-0.085344,MAT.drink,7.348052,0.8083
send,v,SOC.individual,0.644445,0.786618,ACT.create,-0.142173,-0.085328,SOC.work,14.386855,0.6128
mask,v,COM.secret,0.74294,0.829082,FND.information,-0.086142,-0.085328,COM.question,8.474406,0.5944
writer,n,ACT.make,0.630448,0.837929,FND.mind,-0.207481,-0.085326,ECO.earn,15.505211,0.6062
float,n,MAT.drink,0.659234,0.814082,COG.separate,-0.154848,-0.085309,PRP.smooth,8.899415,0.3366
park,n,ACT.move,0.728819,0.850868,ELM.earth,-0.122049,-0.085301,EXS.matter,8.099643,0.9897
repayment,n,ACT.give,0.643188,0.766888,SOC.sleep,-0.1237,-0.085298,ACT.lie_down,12.98945,0.4969
diminutive,n,PRP.small,0.805621,0.890908,PRP.clean,-0.085288,-0.085287,PRP.clean,9.09156,0.6079
operation,n,COM.conduct,0.673717,0.759001,SOC.official,-0.085284,-0.085284,SOC.official,8.942542,0.4901
converse,v,FND.language,0.796776,0.882052,EMO.apology,-0.085276,-0.085276,EMO.apology,15.597591,0.4503
sender,n,ACT.move,0.742555,0.842717,WLD.science,-0.100162,-0.08527,ACT.give,8.431905,0.3374
savage,n,WLD.uncultured,0.855775,0.953844,COG.mindless,-0.098069,-0.085264,EMO.pride,6.726262,0.9567
child,n,TIM.period,0.642856,0.796557,BEI.child,-0.153701,-0.085262,TIM.come,21.794721,0.3978
close in,v,CHG.advance,0.513318,0.599865,TIM.come,-0.086547,-0.085259,CHG.retreat,10.045805,0.425
interception,n,ACT.take,0.764031,0.862463,BOD.eye,-0.098432,-0.085258,BOD.ear,10.859203,0.6511
standard time,n,FND.temporality,0.53906,0.624302,TIM.period,-0.085242,-0.085242,TIM.period,9.51395,0.6833
reprobate,v,SOC.refuse,0.670585,0.800392,COM.conflict,-0.129807,-0.085221,SOC.attack,10.374135,0.5329
clank,v,COM.conflict,0.691021,0.776225,STA.war,-0.085205,-0.085204,STA.war,8.202345,0.3524
nag,v,WLD.artless,0.602332,0.81607,COM.conflict,-0.213738,-0.085201,EXS.absence,8.587206,0.3277
brilliance,n,PRP.bright,0.840081,0.937131,BOD.eye,-0.09705,-0.085187,PRP.strong,7.988417,0.6049
flaky,adj,PRP.soft,0.766198,0.851382,MAT.food,-0.085183,-0.085184,MAT.food,7.6056,0.9271
bilge,v,BOD.face,0.709557,0.900297,PRP.dirty,-0.19074,-0.085177,MAT.drink,10.280851,0.4568
do,v,EMO.satisfaction,0.689755,0.877173,ACT.give,-0.187418,-0.085148,BEI.female,9.178728,0.4329
greenback,n,ECO.currency,0.703763,0.849411,STA.comfort,-0.145648,-0.085133,ACT.arrive,11.133516,0.6006
boost,n,ACT.rise,0.683102,0.863402,ACT.agitate,-0.180299,-0.085112,ACT.obtain,9.897552,0.3599
crowding,n,SOC.homeless,0.80014,0.930941,CHG.decay,-0.130801,-0.085107,ECO.waste,5.877287,0.3809
hereafter,n,FND.temporality,0.601857,0.77043,TIM.indefinite,-0.168573,-0.085105,FND.mind,7.016941,0.6885
rubbishy,adj,ECO.waste,0.879363,0.964468,PRP.dirty,-0.085105,-0.085105,PRP.dirty,5.814813,0.6138
uncheckable,adj,PRP.difficult,0.461266,0.836026,FND.uninformed,-0.37476,-0.085097,PRP.single,11.753532,0.6496
pick,v,SOC.work,0.574683,0.723749,ELM.night,-0.149066,-0.085077,SOC.sleep,12.824857,0.5623
algolagnic,adj,EMO.pleasure,0.863008,0.948085,EMO.anxiety,-0.085078,-0.085077,EMO.anxiety,8.280335,0.5198
alignment,n,ACT.stand,0.77899,0.960495,BOD.hip,-0.181505,-0.085066,ACT.give,10.019481,0.5792
theoretic,adj,FND.mind,0.791049,0.876109,FND.language,-0.085061,-0.08506,FND.language,8.348581,0.3665
catechism,n,COG.learn,0.752266,0.837321,FND.language,-0.085054,-0.085055,FND.language,7.038159,0.3318
pull,v,SOC.work,0.685339,0.857458,COM.conduct,-0.172119,-0.085053,SOC.official,7.549685,0.3221
foulness,n,PER.fragrance,0.876744,0.961795,PER.bitter,-0.085051,-0.085051,PER.bitter,12.475894,0.5151
weasel,n,SOC.individual,0.857343,0.942388,COG.mindless,-0.085045,-0.085045,COG.mindless,7.786043,0.8042
female body,n,EXS.physical_body,0.755413,0.85003,BOD.face,-0.094616,-0.08503,BOD.foot,10.792926,0.7085
air conditioner,n,ACT.give,0.715991,0.823567,EXS.matter,-0.107576,-0.085026,ACT.emit,10.411171,0.7741
metier,n,SOC.work,0.710061,0.859415,ABS.wise,-0.149354,-0.085015,BEI.female,9.95811,0.5946
sass,v,COM.answer,0.729347,0.817089,SOC.criticize,-0.087742,-0.085008,COM.conflict,8.380239,0.3216
make-work,n,SOC.work,0.315936,0.655795,CHG.begin,-0.339859,-0.085004,SOC.awake,10.134987,0.5778
origination,n,ACT.make,0.706841,0.791841,ACT.create,-0.085,-0.085,ACT.create,12.495072,0.6397
fungicidal,adj,LOG.cause,0.717233,0.878113,ELM.darkness,-0.16088,-0.084999,ACT.agitate,8.387895,0.3838
situation,n,SOC.work,0.809588,0.905048,ABS.responsibility,-0.09546,-0.084994,SOC.citizen,12.078023,0.5644
punt,n,SOC.homeless,0.766563,0.879512,ACT.fall,-0.112948,-0.084992,ACT.descend,8.075026,0.9579
toilet,n,PRP.possible,0.778872,0.892045,BOD.hip,-0.113173,-0.084987,PRP.part,7.828429,0.6663
exertion,n,SOC.work,0.824407,0.918287,ACT.lie_down,-0.09388,-0.084986,SOC.rest,11.227956,0.7045
zonary,adj,SPC.place,0.64838,0.733365,FND.spatiality,-0.084985,-0.084985,FND.spatiality,7.729085,0.3554
pyrethrum,n,NAT.flower,0.7043,0.84554,SOC.attack,-0.14124,-0.084978,ECO.currency,8.863022,0.3174
bludgeoner,n,PER.touch,0.823394,0.937475,ACT.lose,-0.114081,-0.084974,PER.bitter,15.04393,0.5011
personhood,n,EXS.being,0.823389,0.908354,FND.consciousness,-0.084965,-0.084965,FND.consciousness,12.556068,0.6648
christianly,adj,SOC.individual,0.853621,0.938583,PRP.single,-0.084962,-0.084962,PRP.single,9.901745,0.5624
individualistic,adj,SOC.individual,0.844296,0.929257,PRP.single,-0.084961,-0.084961,PRP.single,9.465061,0.7128
pace,v,BOD.foot,0.848533,0.95993,PER.untouched,-0.111398,-0.084956,PRP.strong,11.028451,0.4319
dependableness,n,VAL.truth,0.790243,0.899459,STA.peace,-0.109216,-0.08495,EMO.respect,6.77834,0.2579
spout,v,BOD.mouth,0.764682,0.861259,WLD.art,-0.096578,-0.084948,PER.see,15.324054,0.4132
toggle,n,ACT.give,0.744857,0.842259,NAT.flower,-0.097402,-0.084931,ACT.build,6.918288,0.4213
eliminator,n,ACT.destroy,0.880112,0.965043,VAL.ugliness,-0.084931,-0.084931,VAL.ugliness,7.463231,0.6628
ammonia,n,MAT.drink,0.68679,0.878395,PER.stench,-0.191605,-0.084924,PRP.wet,8.169605,0.4649
sprouting,n,FND.transformation,0.749417,0.850199,ACT.stand,-0.100782,-0.084917,CHG.grow,17.100463,0.4262
