word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,margin_local,local_top_atom,l2_self,focus_rate
saltwater,n,ELM.water,0.818682,0.927121,SOC.village,-0.108439,-0.088603,ELM.sky,9.798557,0.6506
duck soup,n,FND.labor,0.725932,0.844419,PRP.easy,-0.118486,-0.088602,FND.mind,8.282184,0.4624
take back,v,SOC.homeless,0.763806,0.861509,ACT.leave,-0.097703,-0.088596,ACT.take,7.493329,0.3564
brine,n,COM.answer,0.599204,0.927038,ELM.water,-0.327834,-0.088594,ACT.obtain,9.261095,0.9782
forcible,adj,ACT.move,0.695924,0.834202,ELM.wind,-0.138277,-0.088589,EXS.matter,9.403032,0.9726
wimpy,adj,SOC.individual,0.849478,0.938049,WLD.unskilled,-0.08857,-0.088571,WLD.unskilled,7.486153,0.9504
hunger,v,EMO.desire,0.743583,0.886442,ACT.lie_down,-0.142859,-0.088552,SOC.awake,14.133654,0.5855
land up,v,SOC.obstruct,0.747551,0.858532,STA.wound,-0.110982,-0.088549,STA.pain,9.083428,0.56
imitate,v,LOG.cause,0.749951,0.897158,EMO.hope,-0.147207,-0.088546,LOG.reason,7.739427,0.375
botched,adj,WLD.unskilled,0.82588,0.92523,STA.danger,-0.09935,-0.088506,ABS.foolish,8.053862,0.5291
peace of mind,n,SOC.rest,0.799517,0.955664,EMO.joy,-0.156147,-0.088492,SOC.awake,10.078164,0.7632
bathe,v,LOG.cause,0.760993,0.913402,ACT.emit,-0.152409,-0.088479,ACT.obtain,9.987832,0.5769
discovery,n,PER.feel,0.65077,0.805656,FND.intuition,-0.154886,-0.088456,EMO.wish,15.436641,0.4943
unconscious mind,n,FND.mind,0.697791,0.917103,ACT.calm,-0.219312,-0.088435,EMO.courage,13.193893,0.679
bastard,n,VAL.profane,0.800254,0.90435,WLD.uncultured,-0.104096,-0.088429,SOC.criticize,12.662307,0.5309
flavourlessness,n,PER.tasteless,0.875294,0.963721,PER.untouched,-0.088427,-0.088427,PER.untouched,12.467033,0.4047
deregulation,n,ABS.release,0.716728,0.805141,COM.conduct,-0.088413,-0.088413,COM.conduct,12.494205,0.472
visitor,n,COM.speak,0.730532,0.886185,EMO.like,-0.155653,-0.088412,EMO.wish,10.38152,0.441
performing,n,ACT.make,0.730144,0.825914,MAT.tool,-0.09577,-0.088408,ACT.emit,8.598798,0.4222
seawater,n,ELM.water,0.806574,0.894982,NAT.river,-0.088409,-0.088408,NAT.river,9.910968,0.6501
defecator,n,SOC.individual,0.828235,0.92582,PER.see,-0.097585,-0.088405,SOC.rest,8.595855,0.8569
lag,n,ACT.move,0.677225,0.789363,STA.illness,-0.112139,-0.088396,ACT.lose,13.346558,0.5261
minuend,n,FND.number,0.731306,0.819688,COM.question,-0.088382,-0.088382,COM.question,7.856791,0.6821
prerogative,n,VAL.correct,0.789626,0.895584,EMO.hope,-0.105958,-0.088381,LOG.reason,5.826985,0.3069
powderize,v,EXS.matter,0.789197,0.88714,STA.healing,-0.097943,-0.088377,PRP.soft,10.632858,0.5575
accomplish,v,CHG.end,0.813915,0.902283,COG.enlightenment,-0.088368,-0.088368,COG.enlightenment,16.409971,0.4315
followup,n,SOC.pass,0.65306,0.76019,COM.announce,-0.10713,-0.088363,CHG.advance,13.226441,0.5849
salsify,n,BEI.root,0.794909,0.883272,EXS.physical_body,-0.088364,-0.088363,EXS.physical_body,8.43302,0.5539
Christianity,n,WLD.religion,0.722924,0.833208,SOC.nation,-0.110283,-0.08836,WLD.realm,12.533975,0.6406
operation,n,SOC.homeless,0.663531,0.777971,SPC.outside,-0.11444,-0.088339,SOC.city,8.522125,0.4852
flirtation,n,COM.speak,0.774255,0.891726,EMO.apology,-0.117471,-0.088336,FND.play,12.402375,0.4563
dissertation,n,BOD.mouth,0.836566,0.924902,BOD.eye,-0.088336,-0.088336,BOD.eye,6.95667,0.6839
dishearten,v,EMO.despair,0.874937,0.963259,EMO.anger,-0.088322,-0.088322,EMO.anger,8.272055,0.6812
vandalise,v,ACT.destroy,0.867493,0.955806,PER.stench,-0.088313,-0.088313,PER.stench,8.860171,0.7863
gladden,v,EMO.joy,0.767249,0.855552,EMO.apology,-0.088303,-0.088303,EMO.apology,11.536323,0.513
shake up,v,ACT.move,0.691935,0.832965,COM.conduct,-0.14103,-0.088302,SOC.pass,10.524914,0.3177
silvery,adj,ELM.light,0.817549,0.905851,ELM.sky,-0.088302,-0.088302,ELM.sky,11.971962,0.5677
laugh,v,LOG.cause,0.706737,0.795002,ACT.give,-0.088265,-0.088265,ACT.give,10.514906,0.4231
mother figure,n,BEI.female,0.833641,0.938838,EMO.compassion,-0.105196,-0.088241,BEI.parent,10.657162,0.3949
infinitesimal,adj,PRP.small,0.562446,0.711506,WLD.unskilled,-0.14906,-0.088236,STA.health,11.357725,0.3204
piffling,adj,PRP.small,0.562446,0.711506,WLD.unskilled,-0.14906,-0.088236,STA.health,11.028693,0.4212
incognizance,n,FND.consciousness,0.784358,0.917975,EMO.anxiety,-0.133617,-0.088231,EMO.doubt,15.848522,0.4622
wet,adj,PRP.wet,0.842765,0.865989,ELM.wind,-0.023225,-0.08823,PRP.soft,6.513688,0.9792
dual,adj,PRP.multiple,0.73463,0.88357,NAT.tree,-0.14894,-0.088228,FND.spatiality,5.819133,0.5837
bead,n,FND.transformation,0.795303,0.909216,ACT.rise,-0.113913,-0.088222,CHG.grow,11.623313,0.5705
drudge,v,SOC.work,0.771607,0.892477,PER.blind,-0.12087,-0.088221,SOC.sleep,10.194532,0.4707
meat,n,MAT.food,0.728286,0.872835,NAT.sea,-0.144549,-0.0882,PRP.cold,9.778715,0.7007
seer,n,BOD.eye,0.676034,0.962044,ABS.wise,-0.286011,-0.088196,BOD.head,11.021329,0.5072
repulsive,adj,ACT.move,0.797802,0.885997,ACT.give,-0.088195,-0.088195,ACT.give,14.533252,0.5683
modest,adj,ECO.price,0.559432,0.749797,EMO.patience,-0.190365,-0.088188,COM.secret,8.546936,0.4394
stopover,n,ACT.stop,0.636476,0.724661,CHG.retreat,-0.088184,-0.088185,CHG.retreat,11.467245,0.4541
precipitation,n,ACT.descend,0.711455,0.889468,ELM.sun,-0.178013,-0.088183,PRP.cold,10.966455,0.7921
listener,n,PER.feel,0.768743,0.951939,EMO.forgiveness,-0.183196,-0.088173,BEI.female,15.467096,0.5136
loathe,v,EMO.hate,0.87014,0.95831,EMO.despair,-0.08817,-0.08817,EMO.despair,9.153543,0.5803
hate,v,SOC.individual,0.832851,0.96845,EMO.worry,-0.1356,-0.088158,EMO.pride,9.931664,0.7632
fulfilment,n,ACT.give,0.651311,0.857253,COG.intention,-0.205943,-0.088145,ECO.earn,15.968335,0.4922
wickerwork,n,SOC.work,0.729663,0.904168,NAT.tree,-0.174504,-0.088142,ECO.save,6.934435,0.4016
everting,n,SOC.homeless,0.772023,0.906753,EMO.anger,-0.13473,-0.088125,SOC.criticize,11.324599,0.4607
overreaction,n,COM.answer,0.618757,0.903075,LOG.unreason,-0.284318,-0.088113,COM.conflict,15.141594,0.6698
program,n,ACT.make,0.699888,0.846447,WLD.science,-0.146559,-0.088107,WLD.technique,13.530383,0.6621
retire,v,ECO.withdraw,0.726566,0.868243,BOD.eye,-0.141677,-0.0881,ECO.earn,10.512844,0.6368
rheumy,adj,EXS.matter,0.788145,0.876227,PRP.wet,-0.088082,-0.088082,PRP.wet,9.658337,0.8029
trucker,n,SOC.homeless,0.783375,0.871456,PRP.weak,-0.088081,-0.088081,PRP.weak,7.004258,0.7572
spongy,adj,BEI.beast,0.741873,0.896854,PRP.rough,-0.154981,-0.088079,ACT.sink,10.716903,0.7323
male person,n,BEI.male,0.830816,0.95993,PER.untouched,-0.129115,-0.088076,PER.taste,11.729914,0.4966
shave,v,BEI.male,0.830816,0.95993,PER.untouched,-0.129115,-0.088076,PER.taste,11.729914,0.5337
misperceive,v,PER.feel,0.812693,0.964701,EMO.unhappiness,-0.152007,-0.088069,PER.numb,8.974518,0.6452
poorness,n,STA.poverty,0.521193,0.74693,TIM.indefinite,-0.225738,-0.08806,STA.peace,12.511987,0.5524
stutter,v,COM.speak,0.741523,0.895593,SOC.homeless,-0.15407,-0.088046,ECO.pay,13.676921,0.6484
prolapse,v,ACT.descend,0.86874,0.960213,STA.illness,-0.091473,-0.088029,ACT.lose,11.382214,0.697
creepy,adj,PER.touch,0.793869,0.911246,STA.poverty,-0.117377,-0.088028,PER.bitter,11.046552,0.5938
flip out,v,FND.transformation,0.627534,0.715808,ACT.leave,-0.088274,-0.088015,STA.healing,13.882285,0.757
Shaktist,n,WLD.religion,0.808403,0.896417,EMO.respect,-0.088014,-0.088014,EMO.respect,8.549885,0.3722
beg off,v,ABS.exempt,0.81379,0.901797,SOC.request,-0.088007,-0.088007,SOC.request,7.317306,0.7992
repulsion,n,ACT.move,0.792825,0.895822,BOD.hand,-0.102997,-0.088003,PER.touch,12.132511,0.4872
tone-deaf,adj,PER.deaf,0.802659,0.967687,SOC.refuse,-0.165028,-0.08799,SPC.nowhere,11.354012,0.6593
scan,v,ACT.move,0.694598,0.782579,SOC.pass,-0.087981,-0.087981,SOC.pass,8.29213,0.3
Aeolian,adj,BEI.human,0.645059,0.838425,EMO.patience,-0.193366,-0.087965,BEI.parent,10.057143,0.7552
sermonize,v,FND.language,0.769258,0.92715,COG.enlightenment,-0.157892,-0.087964,VAL.good,10.284869,0.5902
promulgator,n,COM.announce,0.504527,0.620811,SOC.request,-0.116284,-0.087953,COM.answer,9.572598,0.6535
filago,n,NAT.flower,0.754551,0.842486,BEI.root,-0.087935,-0.087935,BEI.root,7.958022,0.3806
veneration,n,COG.think,0.813459,0.930185,ABS.responsibility,-0.116726,-0.08793,EMO.satisfaction,8.357728,0.6079
correspondence,n,FND.spatiality,0.533305,0.695165,SOC.family,-0.161859,-0.087928,PRP.multiple,9.264847,0.5255
stage,n,ACT.create,0.618638,0.776445,LOG.effect,-0.157807,-0.087922,ACT.build,11.788645,0.3379
basilar,adj,PRP.part,0.616325,0.845846,WLD.realm,-0.229521,-0.087913,PRP.multiple,16.36583,0.6315
spit,v,SOC.individual,0.712063,0.883859,PER.see,-0.171796,-0.087913,SOC.rest,12.690414,0.586
uninitiate,adj,WLD.unskilled,0.807283,0.940406,PRP.single,-0.133123,-0.087913,EMO.patience,12.630572,0.5357
lay,adj,WLD.secular,0.368478,0.621174,REL.same,-0.252696,-0.087907,WLD.realm,8.639162,0.5192
drop open,v,ACT.sink,0.6502,0.80431,PRP.shallow,-0.15411,-0.087896,PRP.bright,9.83158,0.1586
dispiritedness,n,PRP.dark,0.746049,0.928846,ABS.foolish,-0.182797,-0.087883,PRP.difficult,9.423348,0.7991
geological time,n,FND.time,0.636301,0.821702,WLD.outer_realm,-0.185402,-0.087881,FND.body,13.375028,0.4825
mobilize,v,ACT.move,0.625382,0.723942,TIM.appear,-0.09856,-0.087868,ACT.make,11.031782,0.7435
past,n,FND.temporality,0.67759,0.76545,TIM.past,-0.087859,-0.08786,TIM.past,15.440341,0.5755
expiation,n,VAL.correct,0.808421,0.89928,ABS.release,-0.090859,-0.087836,LOG.reason,6.741532,0.3575
discussion,n,BOD.mouth,0.556641,0.776171,EMO.patience,-0.219529,-0.087827,BOD.ear,12.272479,0.6498
groan,v,SOC.individual,0.79737,0.960884,PER.blind,-0.163514,-0.087823,FND.unconscious,14.170135,0.462
irrational number,n,LOG.unreason,0.59244,0.781674,VAL.sacred,-0.189234,-0.087812,LOG.reason,10.635789,0.3376
lead tree,n,NAT.tree,0.791559,0.893395,ELM.wind,-0.101835,-0.087809,MAT.drink,8.014302,0.9806
land,n,ACT.arrive,0.858129,0.905334,ELM.water,-0.047205,-0.087808,PER.touch,6.361854,0.9391
fancy woman,n,BEI.female,0.801384,0.954482,PRP.small,-0.153099,-0.0878,BEI.male,7.584571,0.6262
camp,adj,PER.tasteless,0.560405,0.78706,TIM.moment,-0.226655,-0.087798,PER.sound,14.498359,0.6574
thoughtful,adj,PRP.deep,0.873293,0.961082,EXS.spirit,-0.087789,-0.087789,EXS.spirit,9.304902,0.5788
freewheel,v,LOG.cause,0.553529,0.643021,CHG.advance,-0.089492,-0.087784,LOG.effect,13.96277,0.5059
landgrave,n,FND.number,0.729965,0.817749,COG.remember,-0.087783,-0.087784,COG.remember,9.060096,0.71
subconscious,adj,BOD.head,0.745065,0.870605,COG.learn,-0.12554,-0.087765,COM.answer,10.944899,0.8467
observable,adj,PER.feel,0.720996,0.850001,BOD.face,-0.129005,-0.087763,BOD.head,9.771118,0.7556
cower,v,EXS.being,0.78119,0.868951,EXS.death,-0.087761,-0.087761,EXS.death,13.831974,0.6905
follow up,v,FND.labor,0.563704,0.691881,PRP.multiple,-0.128177,-0.087755,CHG.advance,13.464412,0.4992
shake,v,COM.answer,0.762374,0.907442,BOD.hand,-0.145069,-0.087735,BOD.mouth,12.269645,0.5453
pick,v,FND.labor,0.761606,0.865012,ACT.move,-0.103406,-0.087717,SOC.pass,8.012436,0.5733
chat,n,BOD.mouth,0.641918,0.838425,EMO.patience,-0.196507,-0.087698,BOD.head,11.050192,0.3629
boo,n,SOC.criticize,0.616891,0.74718,PER.stench,-0.13029,-0.087688,SOC.attack,14.160902,0.445
easiness,n,PRP.easy,0.788166,0.920925,SOC.citizen,-0.132759,-0.087663,EMO.like,6.425647,0.3598
cross question,v,COM.question,0.781283,0.931012,SOC.criticize,-0.149729,-0.08766,COM.conflict,8.568736,0.3885
pitchfork,v,MAT.tool,0.870146,0.957788,PRP.large,-0.087643,-0.087642,PRP.large,8.179043,0.674
stay,v,BEI.beast,0.834752,0.934862,PER.see,-0.10011,-0.087638,ACT.go,8.11711,0.5782
publish,v,SOC.work,0.672304,0.926238,COM.question,-0.253934,-0.087621,ECO.price,11.647784,0.8967
somnolent,adj,SOC.sleep,0.817264,0.906623,EMO.desire,-0.089359,-0.087617,SOC.awake,8.784701,0.938
drink,v,PRP.part,0.817558,0.927412,STA.comfort,-0.109853,-0.087614,PRP.soft,12.639397,0.6748
mussitation,n,BOD.mouth,0.787787,0.914398,ACT.sit,-0.126611,-0.087598,PER.see,8.942097,0.6648
bather,n,SOC.individual,0.865274,0.964317,ACT.lie_down,-0.099043,-0.087597,SOC.rest,9.973089,0.6171
flotation,n,ACT.move,0.788384,0.875981,ACT.stop,-0.087597,-0.087597,ACT.stop,7.932983,0.4623
blast,v,ACT.create,0.700532,0.788105,TIM.appear,-0.087573,-0.087573,TIM.appear,11.247454,0.7545
sword of Damocles,n,STA.danger,0.834608,0.92218,EMO.despair,-0.087572,-0.087572,EMO.despair,15.973415,0.4873
coaster,n,SOC.citizen,0.690344,0.77788,SOC.request,-0.087536,-0.087536,SOC.request,8.714953,0.8028
culmination,n,ACT.stop,0.547672,0.818798,FND.time,-0.271126,-0.087533,SPC.reverse,9.379643,0.3518
oral cavity,n,BOD.mouth,0.795828,0.920984,EXS.physical_body,-0.125155,-0.08753,BOD.ear,11.826963,0.5116
labor,n,SOC.work,0.774408,0.856171,BEI.root,-0.081763,-0.087528,FND.labor,8.796591,0.4349
conscious,adj,SOC.awake,0.829605,0.937939,FND.consciousness,-0.108333,-0.087525,ABS.self,9.302573,0.6545
gimp,n,ACT.move,0.708238,0.879208,PRP.dirty,-0.17097,-0.08752,ACT.lose,8.129417,0.4711
concede,v,ACT.give,0.792765,0.915494,ABS.release,-0.122729,-0.087515,ACT.calm,6.929035,0.3073
touching,n,PER.feel,0.787607,0.906548,SOC.defend,-0.118941,-0.087513,PER.touch,12.930485,0.4618
scramble,n,ACT.move,0.819659,0.858001,ACT.emit,-0.038342,-0.087511,ACT.emit,12.367353,0.6538
tallness,n,PRP.high,0.897125,0.984626,PRP.clean,-0.087501,-0.087501,PRP.clean,5.757898,0.6023
magician,n,WLD.nonscience,0.793675,0.938962,FND.play,-0.145287,-0.08749,EMO.pleasure,12.345331,0.843
account,v,EXS.being,0.754538,0.856674,VAL.sacred,-0.102136,-0.087488,EXS.nonbeing,8.168249,0.6129
calcify,v,COM.conduct,0.351688,0.507253,ACT.destroy,-0.155565,-0.087469,COM.conflict,11.087471,0.6193
adult female,n,BEI.female,0.817917,0.923963,PER.untouched,-0.106046,-0.087454,BEI.male,9.426508,0.7854
sleepwalker,n,ACT.move,0.838358,0.937623,PER.deaf,-0.099265,-0.087439,ACT.lie_down,11.930105,0.6323
draw back,v,CHG.retreat,0.770358,0.889933,PRP.strong,-0.119575,-0.087438,ACT.descend,7.088939,0.6111
disperse,v,ACT.dissolve,0.724043,0.81148,ACT.agitate,-0.087437,-0.087437,ACT.agitate,9.468988,0.5536
take out,v,MAT.food,0.812262,0.89968,ACT.move,-0.087418,-0.087418,ACT.move,9.003196,0.8172
compliments,n,EMO.wish,0.767824,0.863215,ABS.other,-0.09539,-0.087396,EMO.trust,10.018646,0.6979
flash,adj,PER.tasteless,0.76416,0.919601,SOC.homeless,-0.155441,-0.087379,PRP.heavy,12.009281,0.558
job,n,ABS.responsibility,0.737219,0.834767,SOC.official,-0.097549,-0.087368,SOC.citizen,9.335253,0.4237
spoonfeed,v,COG.learn,0.78803,0.875392,COM.question,-0.087362,-0.087362,COM.question,7.812111,0.5307
change,n,FND.transformation,0.706547,0.769122,WLD.religion,-0.062575,-0.087348,CHG.end,14.156712,0.5827
partnership,n,LOG.cause,0.71791,0.816564,WLD.culture,-0.098654,-0.087345,ABS.release,12.702291,0.4466
worldly,adj,WLD.secular,0.796609,0.883953,PRP.whole,-0.087344,-0.087344,PRP.whole,8.406673,0.2173
talk turkey,v,BOD.mouth,0.787286,0.903652,EMO.manifest,-0.116366,-0.087343,COM.speak,14.288848,0.4196
thrust,n,ACT.move,0.827678,0.892904,ACT.make,-0.065226,-0.087336,ACT.emit,14.003921,0.5966
penetrate,v,CHG.advance,0.695217,0.843022,STA.healing,-0.147805,-0.087327,ACT.move,5.631891,0.3581
grumble,n,WLD.artless,0.770401,0.911791,ACT.sit,-0.141391,-0.087321,STA.illness,5.408356,0.472
dissertate,v,BOD.mouth,0.847163,0.934483,BOD.eye,-0.08732,-0.08732,BOD.eye,9.422559,0.5519
vocalization,n,BOD.mouth,0.847163,0.934483,BOD.eye,-0.08732,-0.08732,BOD.eye,6.729697,0.5361
rubber-necking,n,BOD.eye,0.732404,0.908246,PRP.dirty,-0.175842,-0.087308,BOD.mouth,10.589871,0.5575
brush,n,BEI.plant,0.749995,0.847355,PER.fragrance,-0.09736,-0.087289,MAT.drink,7.755128,0.6355
creep,v,ACT.move,0.761487,0.848766,ACT.emit,-0.087279,-0.087279,ACT.emit,15.506573,0.4047
round,adj,FND.number,0.752971,0.840244,FND.language,-0.087273,-0.087273,FND.language,7.854176,0.31
press,v,PRP.part,0.734519,0.876877,EXS.matter,-0.142358,-0.087263,PRP.hot,9.906637,0.8058
scatter,n,ACT.move,0.635466,0.722719,EXS.matter,-0.087253,-0.087253,EXS.matter,9.554947,0.4955
attend,v,PER.hear,0.872677,0.95993,PER.untouched,-0.087253,-0.087253,PER.untouched,10.88841,0.4622
pick up,v,PER.hear,0.872677,0.95993,PER.untouched,-0.087253,-0.087253,PER.untouched,10.88841,0.4964
overwork,n,SOC.work,0.738084,0.954674,EMO.anger,-0.21659,-0.087252,SOC.criticize,13.863021,0.631
Wild West Show,n,EMO.manifest,0.661595,0.820492,ELM.water,-0.158897,-0.087251,PRP.sharp,12.144902,0.5575
foot,v,SOC.individual,0.792239,0.95893,ACT.sit,-0.166691,-0.087241,SOC.rest,10.377407,0.645
queen,n,FND.transformation,0.811399,0.89864,ABS.release,-0.087241,-0.087241,ABS.release,11.494036,0.6664
incubation period,n,TIM.period,0.642876,0.730117,TIM.moment,-0.087241,-0.087241,TIM.moment,16.343598,0.6192
reaction,n,COM.answer,0.717629,0.856733,ACT.calm,-0.139104,-0.08724,COM.teach,6.375692,0.3254
vibration,n,ACT.move,0.590245,0.871336,ELM.sun,-0.28109,-0.087237,PRP.cold,16.228747,0.4148
reflex response,n,COM.answer,0.580469,0.801671,ACT.fall,-0.221202,-0.087222,BOD.mouth,17.055775,0.5995
trespass,v,SOC.individual,0.827794,0.927494,EMO.contempt,-0.099699,-0.087207,SOC.attack,9.930261,0.5359
comparison,n,COG.think,0.721058,0.827772,COM.question,-0.106714,-0.087193,COM.speak,9.39101,0.4892
the way of the world,n,COM.conduct,0.564998,0.824455,FND.numberless,-0.259457,-0.087188,SOC.official,11.65793,0.4865
fossil,n,SOC.individual,0.801494,0.95478,PER.untouched,-0.153286,-0.087176,PER.hear,10.857372,0.5714
reviewer,n,COG.think,0.857061,0.94423,EMO.courage,-0.087169,-0.087169,EMO.courage,9.217634,0.5957
dull,adj,PRP.slow,0.766794,0.889168,STA.illness,-0.122374,-0.087166,PRP.dirty,6.858856,0.5829
harpist,n,ELM.wind,0.705518,0.803443,ACT.obtain,-0.097925,-0.087151,ACT.move,12.409245,0.6904
home,n,SPC.place,0.779868,0.876428,SOC.defend,-0.09656,-0.087142,SPC.inside,11.711128,0.5116
sting,n,PER.feel,0.775188,0.937007,STA.pain,-0.161818,-0.087129,PER.stench,13.138722,0.5782
flotation,n,SOC.homeless,0.655841,0.786947,WLD.outer_realm,-0.131106,-0.087124,PRP.dry,12.126686,0.5478
plump out,v,ACT.exit,0.807692,0.894809,PER.smell,-0.087117,-0.087117,PER.smell,9.792217,0.7828
discolour,v,FND.transformation,0.721105,0.808222,STA.healing,-0.087117,-0.087117,STA.healing,13.098871,0.5851
self,n,SOC.individual,0.819044,0.90616,ABS.self,-0.087115,-0.087116,ABS.self,9.964497,0.7818
unrelenting,adj,PRP.deep,0.720761,0.807867,VAL.sacred,-0.087106,-0.087106,VAL.sacred,6.503937,0.7919
hope,v,WLD.nonscience,0.79589,0.882993,COG.intention,-0.087103,-0.087103,COG.intention,8.955362,0.6592
blandness,n,PER.tasteless,0.761819,0.943594,PRP.single,-0.181775,-0.087099,PER.untouched,13.089892,0.4319
despair,v,SOC.individual,0.791642,0.945803,EMO.despair,-0.154161,-0.087096,SPC.nowhere,11.063013,0.4912
gibber,v,COM.speak,0.688415,0.840595,PRP.dirty,-0.15218,-0.087082,EXS.absence,8.773734,0.4069
abandonment,n,ACT.abandon,0.825901,0.912982,SOC.attack,-0.087081,-0.087081,SOC.attack,7.027525,0.5584
dalliance,n,BOD.mouth,0.691263,0.860312,PRP.near,-0.16905,-0.087068,MAT.drink,9.987262,0.926
word meaning,n,PER.feel,0.624089,0.85915,FND.language,-0.235061,-0.087064,BEI.female,11.301631,0.9586
eurythmics,n,ACT.move,0.560772,0.776428,ELM.night,-0.215655,-0.087062,PRP.cold,16.088487,0.533
reasoner,n,TIM.now,0.843488,0.93055,COG.think,-0.087062,-0.087062,COG.think,9.487605,0.5909
calm,n,FND.transformation,0.718395,0.878679,EMO.courage,-0.160284,-0.087055,ABS.release,13.103824,0.5019
insert,v,PRP.whole,0.698384,0.785425,PRP.near,-0.087041,-0.087041,PRP.near,8.285774,0.3302
west,n,SPC.place,0.568173,0.816392,FND.number,-0.24822,-0.087032,SPC.direction,12.858717,0.4635
possible,adj,WLD.nonscience,0.624459,0.79697,TIM.indefinite,-0.17251,-0.087018,EMO.wish,9.05002,0.6088
cuckoo,n,ACT.emit,0.727214,0.833513,LOG.cause,-0.106299,-0.08701,ACT.give,14.440668,0.3553
ceramics,n,WLD.art,0.782939,0.869942,MAT.tool,-0.087003,-0.087003,MAT.tool,9.441209,0.5436
empirical,adj,SOC.work,0.586921,0.719508,FND.uninformed,-0.132587,-0.086992,ECO.income,10.739575,0.636
bastardise,v,BEI.child,0.789886,0.909587,COM.conflict,-0.119701,-0.08699,SOC.refuse,13.349703,0.4922
loading zone,n,ACT.stop,0.826442,0.913429,ACT.stand,-0.086987,-0.086987,ACT.stand,11.725941,0.515
slip one's mind,v,COG.forget,0.834698,0.921685,FND.uninformed,-0.086987,-0.086987,FND.uninformed,10.989457,0.6265
mailing,n,ACT.move,0.728453,0.832734,PRP.part,-0.10428,-0.08698,ACT.build,8.02303,0.3734
stoppage,n,CHG.end,0.758315,0.886417,STA.healing,-0.128103,-0.086974,ACT.stop,9.90678,0.6759
kicking,n,ACT.move,0.77979,0.86676,ACT.emit,-0.08697,-0.08697,ACT.emit,13.336004,0.4618
whine,v,BOD.mouth,0.749948,0.878029,PRP.weak,-0.128081,-0.086943,PER.see,9.575896,0.6288
knockout,n,BEI.female,0.674857,0.854004,PRP.shallow,-0.179148,-0.086941,EMO.manifest,15.569273,0.5232
fizzy,adj,ELM.water,0.710033,0.819891,ACT.stand,-0.109858,-0.086923,ACT.descend,12.378743,0.5482
antecedent,n,LOG.cause,0.742033,0.828941,LOG.effect,-0.086907,-0.086908,LOG.effect,10.110455,0.5574
nude,n,MAT.naked,0.797248,0.884155,ACT.sit,-0.086907,-0.086907,ACT.sit,10.46945,0.531
chatty,adj,FND.language,0.685756,0.847612,SOC.citizen,-0.161856,-0.086881,SOC.praise,7.840582,0.3428
move,n,SOC.homeless,0.842426,0.91305,STA.wound,-0.070624,-0.086874,PRP.heavy,5.246611,0.4295
dependability,n,VAL.truth,0.840426,0.927288,ABS.responsibility,-0.086863,-0.086862,ABS.responsibility,5.992798,0.4
neb,n,BOD.mouth,0.730918,0.837312,STA.comfort,-0.106394,-0.086826,PER.sweet,17.522783,0.3577
slouch,v,SOC.individual,0.707495,0.886165,ACT.go,-0.17867,-0.086805,SOC.rest,11.736273,0.6368
cherubic,adj,PER.sweet,0.735698,0.911704,EMO.satisfaction,-0.176006,-0.086803,VAL.beauty,11.731416,0.6129
gray-haired,adj,PRP.aged,0.854521,0.943298,ACT.sit,-0.088777,-0.086799,PER.untouched,10.874225,0.6158
organise,v,ACT.make,0.577602,0.765187,PRP.multiple,-0.187586,-0.086796,ACT.build,13.663939,0.7264
sappy,adj,ABS.foolish,0.702214,0.788998,WLD.unskilled,-0.086784,-0.086784,WLD.unskilled,9.774901,0.4441
primipara,n,BEI.parent,0.828756,0.915537,ABS.other,-0.086782,-0.086781,ABS.other,9.95255,0.5711
suds,v,ACT.make,0.782396,0.869171,ACT.emit,-0.086775,-0.086775,ACT.emit,12.370373,0.5565
disjunctive,adj,SOC.homeless,0.792383,0.917038,SPC.nowhere,-0.124654,-0.086773,SOC.attack,6.77018,0.3949
implosion,n,FND.transformation,0.779369,0.866141,ACT.dissolve,-0.086772,-0.086772,ACT.dissolve,13.420187,0.5771
renter,n,ACT.obtain,0.715603,0.851017,ECO.pay,-0.135413,-0.086761,SOC.work,12.135333,0.7342
breakable,adj,ACT.destroy,0.807791,0.89455,VAL.ugliness,-0.086758,-0.086759,VAL.ugliness,9.266543,0.5331
harden,v,COM.conduct,0.72414,0.844611,FND.logic,-0.120471,-0.086747,WLD.technique,8.44992,0.4068
threatening,adj,PRP.murky,0.7614,0.896997,ECO.loss,-0.135597,-0.08673,PRP.difficult,13.377902,0.7164
materialistic,adj,VAL.profane,0.73118,0.899109,BOD.face,-0.167929,-0.086723,VAL.beauty,11.671522,0.6132
cuss,n,BEI.male,0.519313,0.845464,ABS.foolish,-0.326151,-0.086714,BEI.female,11.060492,0.323
indication,n,TIM.now,0.474417,0.828489,FND.information,-0.354072,-0.086689,COG.remember,10.031931,0.8122
religious belief,n,WLD.nonscience,0.670322,0.849118,PRP.easy,-0.178796,-0.086685,ABS.wise,7.978138,0.4963
arouse,v,ACT.make,0.769974,0.856654,CHG.begin,-0.086681,-0.08668,CHG.begin,11.61604,0.5345
considerate,adj,VAL.good,0.869724,0.956389,EMO.compassion,-0.086665,-0.086665,EMO.compassion,11.513471,0.5382
film,n,ACT.build,0.657666,0.833813,PRP.wide,-0.176147,-0.086656,ACT.make,9.815143,0.8609
vital,adj,EXS.vitality,0.797378,0.884034,EXS.life,-0.086655,-0.086656,EXS.life,10.068605,0.5763
