word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,l2_self,focus_rate,re_observed
assimilate,v,LOG.cause,0.739122,0.855767,STA.peace,-0.116645,15.008665,0.3667,False
tremble,v,COM.answer,0.818089,0.934732,STA.healing,-0.116643,11.618021,0.6224,True
equal,v,REL.same,0.793124,0.909757,COM.cooperate,-0.116633,6.959635,0.3232,False
ternary,adj,PRP.multiple,0.775202,0.891828,SOC.public,-0.116626,6.335028,0.3222,False
serve,v,SOC.individual,0.779203,0.895821,COM.teach,-0.116618,11.447153,0.7302,False
social science,n,SOC.individual,0.759854,0.876469,COG.learn,-0.116615,11.576691,0.7465,False
gatherer,n,SOC.individual,0.778872,0.895472,PER.see,-0.1166,9.706964,0.7769,False
suborner,n,VAL.profane,0.809718,0.926299,EMO.anger,-0.116582,15.355773,0.5356,False
refresh,v,MAT.food,0.800697,0.917251,STA.healing,-0.116554,8.640091,0.5085,True
train of thought,n,FND.mind,0.667538,0.784091,ECO.pay,-0.116553,15.513826,0.5332,False
instinct,n,FND.intuition,0.80347,0.920019,ABS.self,-0.116549,9.995995,0.8392,False
line up,v,ACT.obtain,0.698267,0.81481,ACT.build,-0.116543,8.263831,0.4697,False
elevated railway,n,PRP.high,0.678946,0.795478,SOC.city,-0.116532,11.214904,0.6876,False
number,v,EXS.being,0.655851,0.772362,FND.unchanging,-0.116511,8.94468,0.4144,False
outfitting,n,ACT.give,0.739742,0.856237,ACT.emit,-0.116494,8.276809,0.8119,False
modernness,n,ECO.currency,0.613688,0.730177,COM.announce,-0.116489,11.510758,0.3731,False
box,n,PER.touch,0.776385,0.892872,PRP.rough,-0.116487,10.45014,0.6491,False
abort,v,CHG.end,0.506122,0.622592,FND.transformation,-0.116469,9.374814,0.7077,True
void,v,LOG.cause,0.674154,0.790617,FND.transformation,-0.116463,9.983309,0.4568,True
porter,v,ECO.price,0.763252,0.879703,ELM.moon,-0.116451,6.666361,0.3526,False
connect,v,FND.memory,0.795217,0.911668,EMO.apology,-0.116451,9.44685,0.3289,False
range,v,ACT.move,0.613716,0.73013,ELM.earth,-0.116415,9.145809,0.6154,True
six-fold,adj,PRP.multiple,0.484733,0.60111,WLD.realm,-0.116376,8.393861,0.666,True
talk turkey,v,BOD.mouth,0.787286,0.903652,EMO.manifest,-0.116366,14.288848,0.4196,False
station,v,SOC.homeless,0.591675,0.70801,ELM.wind,-0.116335,8.812188,0.5948,True
peddle,v,ECO.sell,0.861342,0.977654,PRP.small,-0.116312,11.363866,0.651,False
pen,n,ACT.build,0.742298,0.858585,ACT.emit,-0.116287,15.362928,0.5598,False
promulgator,n,COM.announce,0.504527,0.620811,SOC.request,-0.116284,9.572598,0.6535,True
animal,n,BEI.beast,0.751467,0.867739,ACT.sit,-0.116272,8.596195,0.5413,True
over-the-hill,adj,PRP.aged,0.783707,0.899972,ABS.exempt,-0.116265,10.853185,0.7592,False
flush,v,COM.answer,0.729002,0.84525,COG.learn,-0.116248,8.907683,0.4642,True
rind,n,EXS.matter,0.8098,0.926047,BOD.hand,-0.116247,11.528908,0.5498,False
track,v,FND.information,0.726671,0.842902,FND.uninformed,-0.116231,10.614351,0.6388,True
sander,n,PRP.smooth,0.79926,0.915486,SPC.direction,-0.116226,12.868348,0.4644,False
mosaic culture,n,WLD.culture,0.578932,0.695151,SOC.public,-0.116219,11.484705,0.3588,False
wages,n,LOG.effect,0.754402,0.870599,ACT.move,-0.116197,14.040401,0.5369,False
solace,v,EMO.pleasure,0.846827,0.963013,EMO.compassion,-0.116186,8.300928,0.5003,False
fire,n,ACT.give,0.78982,0.905992,ELM.water,-0.116172,7.715143,0.9696,False
repurchase,n,ACT.obtain,0.690596,0.806766,SOC.sleep,-0.11617,15.554107,0.4538,True
inflame,v,ACT.agitate,0.695041,0.811198,COM.conflict,-0.116157,11.327245,0.4947,False
shrimpy,adj,SOC.individual,0.849717,0.965871,WLD.artless,-0.116154,10.206544,0.6465,False
skier,n,ACT.move,0.848194,0.964321,PRP.small,-0.116128,11.740639,0.6025,False
monistic,adj,WLD.nonscience,0.641589,0.757709,VAL.sacred,-0.11612,13.115815,0.5296,True
toady,n,SOC.praise,0.759089,0.875205,SOC.criticize,-0.116116,9.639708,0.5886,False
vast,adj,PRP.large,0.819641,0.935749,WLD.outer_realm,-0.116108,10.255286,0.5166,False
occult,n,COM.practice,0.752646,0.86875,EMO.courage,-0.116104,7.818661,0.3543,False
slightness,n,PRP.narrow,0.825066,0.941165,PRP.shallow,-0.116099,7.467122,0.7395,False
racketiness,n,PER.sound,0.808659,0.924736,PRP.murky,-0.116078,9.479421,0.7227,False
smash,v,SOC.individual,0.818638,0.934699,WLD.artless,-0.116061,12.171596,0.636,False
massive,adj,PRP.large,0.819012,0.935049,PRP.blunt,-0.116037,9.762024,0.4923,False
Elizabethan,adj,LOG.cause,0.642653,0.758622,LOG.effect,-0.115969,10.267593,0.4489,False
hot,adj,PER.delicious,0.723631,0.839579,BOD.face,-0.115948,10.365511,0.6237,True
inamorata,n,BEI.female,0.794608,0.910522,BEI.parent,-0.115913,10.002829,0.8011,False
foolhardy,adj,EMO.courage,0.796842,0.912716,EMO.unhappiness,-0.115874,14.085315,0.4965,False
wanderer,n,ACT.move,0.839154,0.955021,PER.untouched,-0.115867,12.721927,0.59,False
mesomorphic,adj,SOC.individual,0.830011,0.945868,PER.untouched,-0.115857,12.314639,0.6034,False
debilitate,v,FND.transformation,0.768017,0.883873,VAL.profane,-0.115856,13.728497,0.5795,False
flossy,adj,PRP.soft,0.794562,0.910415,PRP.wet,-0.115852,7.083678,0.693,False
plebeian,adj,SOC.individual,0.756437,0.872266,ABS.exempt,-0.115828,10.39817,0.7099,False
remit,n,PRP.difficult,0.80775,0.923571,COG.mindless,-0.115821,6.093272,0.6875,False
lowest common multiple,n,PRP.multiple,0.779322,0.895125,SOC.family,-0.115803,5.452263,0.422,False
apprehend,v,SOC.individual,0.820109,0.935909,ACT.stop,-0.1158,10.009601,0.7949,False
instrument,n,ACT.make,0.814887,0.930686,EXS.matter,-0.115798,7.820585,0.8041,False
miter,n,PRP.shallow,0.748543,0.864313,PRP.part,-0.11577,7.740488,0.3562,False
splay,v,SOC.homeless,0.576989,0.692759,ELM.wind,-0.11577,9.201812,0.5999,True
accelerated,adj,PRP.fast,0.783716,0.899484,COM.conduct,-0.115768,13.185888,0.4976,False
cow cockle,n,NAT.flower,0.69516,0.810926,ELM.earth,-0.115767,8.721379,0.8081,True
life history,n,FND.history,0.716125,0.831883,COG.remember,-0.115758,9.525972,0.9421,False
depiction,n,CHG.grow,0.372993,0.48874,ACT.build,-0.115746,11.638849,0.6496,True
male child,n,BEI.male,0.839434,0.955166,PER.untouched,-0.115733,11.617896,0.5825,False
bum,n,ACT.obtain,0.795132,0.910813,WLD.artless,-0.115681,10.611427,0.7612,False
purge,v,STA.illness,0.801536,0.917216,STA.healing,-0.11568,10.236853,0.5219,False
caller,n,ACT.emit,0.76817,0.88383,ECO.buy,-0.11566,13.528903,0.67,False
musicianship,n,WLD.art,0.751204,0.866852,COG.intention,-0.115648,10.603522,0.6001,True
gob,n,BOD.mouth,0.868892,0.984538,PRP.light,-0.115647,8.678043,0.6517,False
pamperer,n,SOC.individual,0.764212,0.879855,SOC.criticize,-0.115643,11.271038,0.8228,False
confiscate,v,ACT.take,0.781764,0.89738,STA.war,-0.115616,13.476851,0.6642,False
keep,v,ACT.lose,0.770997,0.886608,ACT.sit,-0.115612,9.502413,0.639,False
literate person,n,SOC.individual,0.667118,0.782729,COG.learn,-0.115611,13.903366,0.5555,True
publication,n,FND.labor,0.688719,0.804318,ACT.create,-0.115599,10.314701,0.6063,True
put forward,v,ACT.make,0.592289,0.707854,PRP.new,-0.115565,10.786522,0.6626,True
moldy,adj,EXS.being,0.73788,0.85344,ACT.lose,-0.11556,12.713365,0.4513,False
dishonest,adj,VAL.truth,0.799782,0.91533,VAL.falsehood,-0.115548,13.344472,0.4961,False
cause,v,ACT.build,0.660265,0.775804,PRP.part,-0.115539,8.522369,0.4915,False
shrimp,n,ACT.take,0.779329,0.894866,BOD.face,-0.115537,7.767158,0.5963,False
tiddler,n,PRP.young,0.797462,0.912972,PER.smell,-0.115511,11.640778,0.5915,False
acquirer,n,SOC.individual,0.758534,0.874029,ACT.stand,-0.115495,9.504502,0.5206,True
insomniac,adj,SOC.awake,0.764906,0.880386,COG.mindless,-0.11548,10.232044,0.7481,False
powder,v,PRP.hard,0.802958,0.918434,ELM.earth,-0.115475,7.456028,0.9822,False
style,v,ACT.create,0.714199,0.829659,FND.intuition,-0.115461,19.031755,0.4046,False
count,v,SOC.work,0.634104,0.749545,FND.number,-0.115441,8.75445,0.3159,False
tiller,v,ECO.buy,0.750172,0.865607,SOC.pass,-0.115435,7.122749,0.379,False
sentence,v,TIM.period,0.659394,0.774792,SOC.official,-0.115398,17.855682,0.5245,True
channelize,v,ACT.move,0.733172,0.848557,CHG.advance,-0.115384,8.371249,0.3191,False
devisal,n,ACT.build,0.781668,0.897032,WLD.science,-0.115364,7.789073,0.3071,False
motivation,n,ACT.build,0.770851,0.886196,COG.intention,-0.115345,7.543688,0.3217,False
rake,n,MAT.tool,0.777767,0.89311,PRP.narrow,-0.115344,11.522742,0.5699,False
steamy,adj,ELM.water,0.780685,0.896028,ACT.emit,-0.115343,6.807427,0.4,False
manna,n,MAT.food,0.641403,0.756742,TIM.appear,-0.115339,11.333841,0.5255,True
quota,n,FND.number,0.597579,0.712918,FND.uninformed,-0.115338,13.442536,0.5761,True
gradual,n,PRP.slow,0.492778,0.608105,CHG.advance,-0.115327,10.685517,0.4297,True
random,adj,PER.sound,0.54185,0.657172,TIM.appear,-0.115321,10.245227,0.676,False
discomposure,n,ACT.create,0.670769,0.786081,WLD.unskilled,-0.115312,11.106595,0.7818,False
vexed,adj,PRP.difficult,0.614107,0.72942,ABS.foolish,-0.115312,12.177988,0.5514,True
propound,v,LOG.cause,0.447289,0.562597,CHG.advance,-0.115308,11.651472,0.7468,True
vaporise,v,COM.conduct,0.618319,0.733585,FND.transformation,-0.115266,11.504692,0.5466,False
penning,n,ACT.build,0.764928,0.880192,WLD.science,-0.115263,7.723914,0.3238,False
unsuspecting,adj,FND.unconscious,0.816583,0.931829,COG.know,-0.115246,8.313374,0.6381,False
rocket,n,SOC.homeless,0.705365,0.820606,NAT.sea,-0.115241,6.752672,0.5156,True
walk out of,v,ACT.exit,0.843692,0.95893,ACT.sit,-0.115238,9.246197,0.6608,False
divorced,adj,PRP.single,0.772279,0.887502,ACT.abandon,-0.115223,10.472999,0.9227,False
hatchery,n,SPC.place,0.767993,0.883212,MAT.tool,-0.115219,9.07018,0.782,True
varment,n,BEI.beast,0.861395,0.976613,PER.tasteless,-0.115218,12.800192,0.6126,False
patency,n,EMO.manifest,0.828536,0.943723,COG.enlightenment,-0.115188,5.771501,0.474,False
instigation,n,PRP.difficult,0.754932,0.870104,ABS.release,-0.115172,6.638925,0.4126,False
binge,n,MAT.food,0.831309,0.946471,PER.blind,-0.115163,8.639399,0.6396,False
monstrous,adj,SOC.individual,0.807422,0.922578,PER.numb,-0.115156,9.639699,0.5902,False
faller,n,ACT.move,0.708117,0.823241,ACT.fall,-0.115124,8.924002,0.5134,False
young,adj,BEI.child,0.782572,0.897693,PRP.young,-0.115121,12.74071,0.6329,False
transcendence,n,EXS.being,0.724229,0.839349,VAL.sacred,-0.11512,17.408783,0.4134,False
sericulturist,n,COM.conduct,0.710859,0.82597,SOC.city,-0.115111,10.244838,0.3978,False
nolo contendere,n,COM.answer,0.815719,0.930819,COM.announce,-0.1151,16.124662,0.568,False
stock,v,ECO.income,0.727377,0.84247,PRP.multiple,-0.115093,9.70412,0.6523,True
Lapp,n,REL.same,0.601186,0.716259,COM.conflict,-0.115073,9.851367,0.6157,False
cure-all,n,STA.healing,0.821869,0.936928,BOD.eye,-0.115059,7.983426,0.4366,True
peep,v,BEI.beast,0.770396,0.885434,PRP.blunt,-0.115038,7.741449,0.6023,False
cosmos,n,NAT.flower,0.746897,0.861931,TIM.appear,-0.115035,11.119627,0.5684,True
mealy,adj,MAT.food,0.772312,0.887326,PRP.rough,-0.115014,8.612842,0.523,False
reply,v,COM.answer,0.795237,0.910246,COM.question,-0.115009,15.58101,0.6272,False
kicking,n,PER.touch,0.76915,0.884155,ACT.sit,-0.115005,11.127325,0.5829,False
doer,n,PRP.whole,0.758435,0.873424,SOC.individual,-0.11499,8.472743,0.7571,False
ego,n,FND.consciousness,0.819442,0.934429,COG.mindless,-0.114987,8.431521,0.9783,False
clangorous,adj,COM.conflict,0.750886,0.865872,PRP.dirty,-0.114986,8.363838,0.6548,False
capital expenditure,n,ECO.price,0.638616,0.753594,FND.logic,-0.114978,11.456232,0.5235,False
transfer,v,SOC.individual,0.71605,0.831016,ABS.release,-0.114965,12.955356,0.6586,False
silly,n,BEI.child,0.748985,0.863943,REL.same,-0.114957,12.001533,0.6707,True
quizzer,n,COM.question,0.678005,0.792951,COG.ignorance,-0.114947,9.769965,0.9535,False
blot,n,FND.transformation,0.751095,0.866039,ACT.lose,-0.114945,12.08661,0.5471,False
identity,n,COG.think,0.812911,0.927832,FND.consciousness,-0.11492,10.670271,0.7517,False
hard currency,n,ECO.currency,0.655866,0.770779,ELM.earth,-0.114912,9.634293,0.7671,True
soul,n,LOG.cause,0.802498,0.91741,COG.enlightenment,-0.114912,12.470172,0.457,True
condescend,v,ACT.descend,0.743977,0.858887,ACT.lose,-0.114909,8.138937,0.4505,False
set back,v,SOC.obstruct,0.569362,0.684268,ECO.loss,-0.114905,11.973915,0.628,True
selloff,n,ECO.sell,0.494306,0.609198,COM.conduct,-0.114892,17.253365,0.4335,False
enigmatic,adj,COM.secret,0.7958,0.910687,FND.language,-0.114887,8.202135,0.4582,False
murmuring,n,WLD.artless,0.665482,0.780365,PRP.shallow,-0.114883,7.061342,0.5346,True
oculus dexter,n,BOD.eye,0.817595,0.932474,BOD.hip,-0.114878,11.118986,0.6147,False
Zimbabwean,adj,SOC.individual,0.825423,0.940297,ABS.wise,-0.114874,10.149358,0.582,False
pruner,n,MAT.clothing,0.789516,0.904341,EXS.matter,-0.114825,9.005935,0.8122,False
wealthy person,n,SOC.individual,0.838806,0.953615,PER.see,-0.114809,8.166872,0.8641,False
default,v,SOC.individual,0.81757,0.932361,EMO.anxiety,-0.114792,8.625099,0.6673,False
front,n,WLD.realm,0.662132,0.776923,FND.transformation,-0.114791,5.9553,0.2136,False
plan,v,COG.think,0.728838,0.843626,COM.question,-0.114787,8.67551,0.3896,False
observer,n,COG.learn,0.717091,0.831866,FND.uninformed,-0.114775,8.427875,0.6754,True
singsong,n,ACT.move,0.602105,0.716869,ELM.wind,-0.114764,11.185464,0.8409,True
liking,n,EMO.dislike,0.788395,0.903156,SOC.praise,-0.114761,10.95685,0.582,False
sprouting,n,ACT.obtain,0.74477,0.859526,CHG.grow,-0.114755,14.46604,0.597,False
clothing,n,MAT.clothing,0.810866,0.925611,STA.comfort,-0.114745,10.631409,0.5624,True
dimout,n,ELM.darkness,0.631261,0.746005,ELM.fire,-0.114744,9.348559,0.3279,False
deal out,v,ACT.give,0.692836,0.807574,CHG.advance,-0.114738,12.26249,0.6263,True
sticky,adj,PRP.hard,0.807488,0.922197,ELM.water,-0.11471,7.32068,0.983,False
kneeler,n,EXS.being,0.690993,0.80569,MAT.drink,-0.114697,9.733935,0.8985,False
deferential,adj,EMO.respect,0.831826,0.94651,EMO.love,-0.114683,9.331962,0.5638,False
proceed,v,COM.speak,0.712347,0.827021,COM.question,-0.114674,16.83545,0.4296,False
nimbus,n,ELM.light,0.665957,0.780629,ELM.fire,-0.114672,8.63138,0.3446,False
border,n,ABS.bound,0.626506,0.741176,FND.spatiality,-0.11467,11.743943,0.6675,False
unrealizable,adj,PRP.impossible,0.831186,0.945848,FND.numberless,-0.114662,5.834031,0.392,False
rock-loving,adj,STA.health,0.748827,0.86344,ACT.sit,-0.114612,9.433073,0.7668,True
big bucks,n,ECO.money,0.797983,0.912582,PER.sweet,-0.114599,8.60088,0.5649,False
stiffen,v,SOC.rest,0.785474,0.900056,ACT.stand,-0.114582,8.145779,0.4249,False
glycerolize,v,MAT.drink,0.725615,0.840195,SOC.pass,-0.11458,7.744096,0.3221,False
picnic,n,MAT.food,0.758426,0.872998,SOC.village,-0.114572,8.613536,0.4476,False
pulling,n,ACT.move,0.755956,0.870509,BOD.hand,-0.114553,15.598135,0.4047,False
spiritualization,n,COG.know,0.773296,0.887808,EXS.spirit,-0.114512,17.187677,0.3845,False
snip,v,MAT.clothing,0.751631,0.866133,SOC.pass,-0.114502,9.718583,0.72,False
design,v,COG.intention,0.715792,0.830285,COM.teach,-0.114494,14.829179,0.4895,False
friendly,adj,EXS.being,0.650333,0.764824,VAL.sacred,-0.114491,16.266111,0.5151,False
evocative,adj,COG.know,0.785409,0.89986,EMO.apology,-0.114451,7.767241,0.3415,False
operation,n,SOC.homeless,0.663531,0.777971,SPC.outside,-0.11444,8.522125,0.4852,True
grand,adj,PRP.large,0.746048,0.860454,ELM.earth,-0.114406,8.157195,0.5953,False
whang,n,SOC.criticize,0.664901,0.779288,ABS.foolish,-0.114387,10.006989,0.5465,True
clearing,n,PRP.clear,0.776618,0.891002,PRP.sharp,-0.114384,7.058712,0.3043,False
albinistic,adj,SOC.individual,0.810596,0.924978,PER.untouched,-0.114382,10.395143,0.6994,False
studying,n,COG.learn,0.785769,0.900146,FND.uninformed,-0.114376,7.219833,0.4824,True
rima oris,n,BOD.mouth,0.782087,0.896451,FND.body,-0.114364,12.104136,0.5261,False
onslaught,n,FND.language,0.632224,0.746586,COM.announce,-0.114362,10.024971,0.6259,False
Pretender,n,SOC.request,0.566779,0.681118,COM.conflict,-0.114339,10.083598,0.6505,False
crapshoot,n,STA.danger,0.700744,0.81507,VAL.incorrect,-0.114326,9.945351,0.3613,False
magic spell,n,FND.language,0.789242,0.903558,COG.enlightenment,-0.114316,10.805825,0.5618,False
Australian,adj,SOC.individual,0.853193,0.967489,EMO.like,-0.114296,9.03954,0.6246,False
chlorine water,n,COM.answer,0.694747,0.809039,ELM.star,-0.114292,13.441569,0.4657,False
hygrophytic,adj,BEI.plant,0.771358,0.885631,PER.taste,-0.114273,12.17215,0.6118,True
glitter,v,ELM.light,0.741595,0.855858,PRP.shallow,-0.114264,9.457872,0.6735,False
antiquated,adj,PRP.aged,0.786028,0.900292,ECO.waste,-0.114264,7.789567,0.4691,False
gnarl,v,WLD.artless,0.805563,0.919826,PRP.rough,-0.114263,5.887145,0.3046,False
journalist,n,SOC.work,0.747267,0.861524,COM.question,-0.114257,13.688277,0.3356,False
surround,v,SOC.defend,0.635764,0.750007,SPC.inside,-0.114243,9.545846,0.618,True
sickish,adj,STA.illness,0.697711,0.811941,WLD.unskilled,-0.11423,11.527099,0.6511,False
wind,v,ACT.move,0.647109,0.761319,ELM.wind,-0.114211,9.849234,0.3211,False
butterfly,v,BOD.mouth,0.792816,0.90701,ACT.rise,-0.114194,11.348948,0.6814,True
skid,v,SOC.individual,0.799516,0.913711,WLD.artless,-0.114194,10.527333,0.6641,False
regaining,n,ACT.obtain,0.786338,0.900517,PER.taste,-0.114179,9.507327,0.5966,True
tasting,n,PER.feel,0.766422,0.880591,ACT.emit,-0.114169,12.294187,0.5747,False
ecological succession,n,COM.conduct,0.569211,0.683351,WLD.realm,-0.11414,10.05816,0.5298,True
file out,v,ACT.leave,0.615775,0.729905,ELM.wind,-0.11413,14.791023,0.8359,False
Caucasian,n,SOC.individual,0.726111,0.840232,VAL.incorrect,-0.114121,10.414533,0.7111,False
stir up,v,ACT.agitate,0.661216,0.775331,COM.conflict,-0.114115,14.183923,0.6251,False
bludgeoner,n,PER.touch,0.823394,0.937475,ACT.lose,-0.114081,15.04393,0.5011,False
left-hander,n,SOC.individual,0.853065,0.96714,PER.untouched,-0.114075,11.477719,0.5347,False
refresh,v,ELM.water,0.811803,0.925871,STA.healing,-0.114069,8.632538,0.6489,False
conceptualization,n,ACT.build,0.785259,0.899319,FND.mind,-0.11406,9.804025,0.3523,False
drink,n,PRP.part,0.764562,0.878609,PRP.near,-0.114046,8.282743,0.9242,False
clack,v,BOD.mouth,0.725436,0.839467,PRP.shallow,-0.114031,10.16504,0.5197,True
impose,v,EMO.worry,0.832861,0.946891,EMO.anger,-0.11403,7.910301,0.3061,False
predicative,adj,EXS.being,0.755419,0.869434,FND.numberless,-0.114015,8.78639,0.5226,False
craftsmanship,n,WLD.technique,0.72847,0.842476,PER.taste,-0.114006,12.80137,0.4625,True
Neandertal man,n,BEI.male,0.826806,0.9408,BOD.eye,-0.113995,9.154017,0.5579,True
pose,v,ACT.move,0.801307,0.915294,PRP.blunt,-0.113987,11.719634,0.5281,False
impeller,n,ACT.move,0.801348,0.915327,ECO.money,-0.113979,13.619024,0.6485,False
relieve,v,ABS.exempt,0.769442,0.883416,EMO.like,-0.113974,9.989643,0.8386,False
puppy love,n,EMO.love,0.542345,0.656308,BEI.child,-0.113963,17.740791,0.4618,False
divide,v,SPC.place,0.614571,0.72853,ELM.wind,-0.113959,11.222069,0.6275,True
delirious,adj,STA.illness,0.685263,0.799207,EMO.fear,-0.113944,17.769612,0.4553,False
invalidator,n,SOC.official,0.662985,0.776928,COM.teach,-0.113942,11.555029,0.4814,True
jaw,v,BOD.mouth,0.821142,0.935067,NAT.tree,-0.113925,11.117038,0.6299,False
glance,n,BOD.eye,0.761978,0.875892,PRP.shallow,-0.113914,11.888421,0.5321,False
bead,n,FND.transformation,0.795303,0.909216,ACT.rise,-0.113913,11.623313,0.5705,False
obstinance,n,CHG.stay,0.840844,0.954753,PRP.single,-0.11391,9.69118,0.496,False
finger,n,PRP.sharp,0.832789,0.946687,BOD.eye,-0.113898,10.248598,0.4618,False
impatience,n,EMO.patience,0.80901,0.922905,WLD.uncultured,-0.113894,10.485477,0.5662,False
movie star,n,ELM.star,0.750317,0.864209,VAL.beauty,-0.113891,8.220565,0.3023,False
breath,n,ELM.wind,0.776166,0.890055,NAT.sea,-0.113889,6.765688,0.4955,True
provocative,adj,PRP.difficult,0.752832,0.866696,VAL.profane,-0.113865,6.154864,0.2683,False
mop up,n,PRP.whole,0.830194,0.944046,PRP.soft,-0.113851,6.738005,0.7074,False
cloudless,adj,ELM.light,0.846687,0.960529,PRP.far,-0.113842,6.650498,0.5664,False
antique,adj,PRP.aged,0.772217,0.886036,FND.body,-0.113819,8.503289,0.5825,False
spark,n,EXS.vitality,0.752819,0.866635,CHG.begin,-0.113816,15.844772,0.4273,False
revealed religion,n,WLD.nonscience,0.644205,0.758019,PRP.young,-0.113814,14.658972,0.5538,True
posting,n,COM.announce,0.62578,0.739577,PRP.shallow,-0.113797,9.010317,0.311,False
boundary,n,ABS.bound,0.557351,0.671125,SOC.official,-0.113773,8.420122,0.494,True
