word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,l2_self,focus_rate,re_observed
capitalisation,n,ACT.obtain,0.59817,0.718402,ACT.create,-0.120232,13.671344,0.6323,True
amateur,adj,LOG.cause,0.697185,0.817402,COM.conflict,-0.120216,11.009469,0.5937,True
true,adj,EXS.being,0.732319,0.852526,FND.numberless,-0.120207,12.999932,0.4915,False
evert,v,ACT.move,0.792413,0.912613,ACT.stand,-0.1202,15.063154,0.462,False
breakfast food,n,MAT.food,0.76993,0.890114,PRP.long,-0.120185,13.953029,0.4466,False
take,v,ACT.obtain,0.739056,0.859225,BOD.face,-0.120169,9.535735,0.6974,False
liege,adj,SOC.individual,0.781615,0.90178,COM.teach,-0.120165,9.385955,0.9361,False
beggar,n,STA.poverty,0.769747,0.889895,STA.illness,-0.120149,10.322297,0.6051,False
decide,v,CHG.end,0.813722,0.933854,ACT.calm,-0.120131,6.706181,0.3869,False
aromatise,v,PER.smell,0.751256,0.871378,STA.healing,-0.120123,9.980592,0.3346,False
hurrying,adj,PRP.fast,0.754501,0.874617,PRP.blunt,-0.120116,9.943221,0.4579,True
untellable,adj,FND.languageless,0.741912,0.862025,VAL.sacred,-0.120113,7.290559,0.4613,False
glower,n,PER.see,0.801117,0.921222,STA.illness,-0.120105,12.402584,0.6236,False
eternity,n,EXS.being,0.725456,0.84556,FND.timeless,-0.120104,16.905437,0.4605,False
sneezer,n,SOC.individual,0.791891,0.911982,ACT.emit,-0.120091,11.111461,0.7961,False
fence,v,SOC.individual,0.838011,0.958095,ACT.sit,-0.120085,9.803443,0.7082,False
whiff,n,COM.speak,0.528279,0.648348,WLD.technique,-0.120069,9.887862,0.5699,True
tie,n,ABS.bound,0.7605,0.880564,EMO.trust,-0.120064,9.726509,0.482,False
life force,n,EXS.vitality,0.798486,0.918537,EXS.spirit,-0.120051,12.357055,0.4471,False
red dwarf star,n,ELM.star,0.822263,0.942251,PER.untouched,-0.119987,12.970904,0.501,False
country people,n,BEI.human,0.727463,0.847448,SOC.village,-0.119984,9.099487,0.4536,False
dieter,n,SOC.individual,0.836587,0.956569,PER.untouched,-0.119982,9.119444,0.6517,False
depart,v,ACT.exit,0.81538,0.935359,SPC.direction,-0.119978,15.082072,0.5527,False
flock,v,ACT.move,0.649167,0.769143,ECO.money,-0.119976,11.071884,0.3142,False
sack,n,ABS.release,0.772523,0.892452,SOC.refuse,-0.119929,11.338648,0.8468,False
derail,v,ACT.move,0.732178,0.852091,STA.illness,-0.119913,13.182269,0.6239,True
recorder,n,SOC.official,0.800443,0.920335,WLD.science,-0.119891,6.872625,0.3357,False
reserve,v,ECO.income,0.591619,0.711506,WLD.unskilled,-0.119887,9.335267,0.711,True
image,n,SOC.individual,0.824207,0.94409,COG.remember,-0.119883,8.767209,0.8734,False
begrudge,v,EMO.wish,0.842214,0.962054,EMO.hate,-0.119839,9.23245,0.8298,False
classicist,n,SPC.direction,0.74612,0.865953,PRP.clear,-0.119833,6.486506,0.3336,False
collapse,v,STA.illness,0.655553,0.775356,ECO.loss,-0.119804,16.991411,0.5699,False
match,v,SOC.individual,0.735814,0.8556,EMO.forgiveness,-0.119786,10.832059,0.5868,True
erection,n,ACT.move,0.732059,0.851834,SOC.city,-0.119775,7.849854,0.3118,False
coquette,v,BEI.female,0.766559,0.886314,EMO.apology,-0.119755,8.147243,0.381,False
deprive,v,EMO.desire,0.83639,0.956142,EMO.shame,-0.119753,10.108845,0.711,False
sneak up,v,CHG.advance,0.475676,0.595417,PRP.shallow,-0.119742,8.912019,0.3753,False
yammer,v,ACT.emit,0.824536,0.944266,WLD.artless,-0.11973,7.574524,0.5921,False
tough-skinned,adj,PER.numb,0.813591,0.933303,ACT.ascend,-0.119711,10.320853,0.5827,True
bastardise,v,BEI.child,0.789886,0.909587,COM.conflict,-0.119701,13.349703,0.4922,False
yell,v,SOC.individual,0.77356,0.893259,ACT.emit,-0.119699,11.769026,0.6823,False
equate,v,SOC.individual,0.812419,0.932113,SOC.praise,-0.119694,9.16927,0.8536,False
observe,v,FND.information,0.694423,0.814116,FND.uninformed,-0.119693,15.803508,0.4711,False
feel,n,PER.feel,0.749248,0.868941,BOD.face,-0.119692,9.485724,0.6321,True
leggy,adj,PRP.high,0.714852,0.834543,PRP.possible,-0.119691,15.605534,0.5124,False
female,n,SOC.individual,0.813358,0.933012,FND.consciousness,-0.119654,12.145283,0.5683,False
rest,v,SOC.individual,0.787718,0.907366,SOC.sleep,-0.119648,12.02402,0.6466,False
glut,v,MAT.food,0.789979,0.909591,ECO.waste,-0.119612,7.59782,0.98,False
spin,v,ACT.move,0.799929,0.919537,ELM.night,-0.119609,8.971656,0.8348,False
compare,v,COG.think,0.66546,0.785056,TIM.now,-0.119596,14.812021,0.5025,False
yodel,n,BOD.mouth,0.821073,0.940655,PRP.large,-0.119582,10.634112,0.5512,False
draw back,v,CHG.retreat,0.770358,0.889933,PRP.strong,-0.119575,7.088939,0.6111,False
indulge,v,EMO.satisfaction,0.80671,0.926285,STA.comfort,-0.119575,8.818775,0.5862,False
pack,n,ACT.move,0.655503,0.775077,PRP.part,-0.119574,9.048813,0.368,False
fit,n,SPC.direction,0.634784,0.754356,FND.logic,-0.119572,13.219283,0.539,True
pleurodont,n,BEI.beast,0.766299,0.885841,FND.spatiality,-0.119543,7.479587,0.33,False
astronomical,adj,PRP.large,0.701257,0.820792,ELM.sky,-0.119535,10.621284,0.6238,False
physical,adj,EXS.matter,0.747929,0.867461,FND.body,-0.119532,12.505982,0.5556,False
use,v,SOC.individual,0.806305,0.92582,ACT.stand,-0.119515,11.605138,0.526,False
falsify,v,FND.information,0.781079,0.900559,VAL.incorrect,-0.11948,10.967303,0.6773,False
nictate,v,COM.answer,0.725464,0.84494,ACT.move,-0.119475,6.44854,0.3735,False
disgrace,n,SOC.criticize,0.825887,0.945358,WLD.uncultured,-0.119471,9.284277,0.7232,False
winterize,v,TIM.period,0.731751,0.851211,NAT.tree,-0.119459,7.151929,0.3529,False
get off,v,ACT.exit,0.775122,0.894574,PRP.blunt,-0.119453,13.605883,0.4536,False
begrimed,adj,PRP.dirty,0.827045,0.946485,PER.blind,-0.11944,13.126322,0.4307,False
booklet,n,FND.labor,0.710327,0.829763,ACT.emit,-0.119436,12.034073,0.7331,False
flirt,v,BEI.female,0.799003,0.918435,BEI.parent,-0.119432,13.102909,0.5599,False
double star,n,ELM.star,0.677471,0.796901,ELM.moon,-0.11943,13.327391,0.5765,False
serve,v,PRP.part,0.779136,0.898565,SOC.family,-0.119428,6.999352,0.3346,False
open,v,SOC.individual,0.737893,0.857306,PER.see,-0.119413,9.790434,0.6266,False
range,n,BOD.mouth,0.7454,0.8648,FND.body,-0.119401,13.522065,0.4319,False
ricochet,n,ABS.bound,0.617898,0.737297,PRP.slow,-0.119399,11.080073,0.568,True
promotion,n,CHG.advance,0.688779,0.808145,SOC.official,-0.119366,11.660919,0.4553,False
repay,v,ECO.price,0.760494,0.879849,SPC.reverse,-0.119354,9.181178,0.322,False
induce,v,SOC.individual,0.642249,0.761598,SOC.request,-0.119348,11.675885,0.8665,False
give the axe,v,ECO.withdraw,0.720855,0.840193,COG.unlearned,-0.119338,7.879339,0.3594,False
baldy,n,SOC.individual,0.844388,0.963721,PER.untouched,-0.119333,13.032236,0.4963,False
Ram,n,SOC.individual,0.844388,0.963721,PER.untouched,-0.119333,13.032236,0.5362,False
tiger,n,SOC.individual,0.844388,0.963721,PER.untouched,-0.119333,13.032236,0.3371,False
Schadenfreude,n,EMO.pleasure,0.818258,0.937582,EMO.contempt,-0.119325,11.959405,0.6409,False
singe,v,STA.pain,0.818365,0.937688,PRP.dirty,-0.119323,12.925097,0.4661,False
handwork,n,SOC.work,0.813058,0.93237,WLD.art,-0.119312,11.599048,0.4779,False
sprout,v,ACT.obtain,0.712346,0.831609,CHG.grow,-0.119263,13.306442,0.6679,False
ape,n,SOC.individual,0.864907,0.984118,PER.untouched,-0.11921,11.370402,0.5252,False
debauch,v,SOC.individual,0.813975,0.933183,EMO.unhappiness,-0.119208,11.982924,0.6038,False
differ,v,REL.different,0.650822,0.770028,REL.alone,-0.119207,8.270907,0.4968,True
undesirable,adj,SOC.individual,0.82831,0.947508,EMO.dislike,-0.119198,9.190573,0.8679,False
dispute,v,PRP.difficult,0.769243,0.888418,COM.conflict,-0.119175,6.019404,0.3504,False
withhold,v,LOG.cause,0.671553,0.790718,COM.conflict,-0.119165,10.80013,0.4538,True
beam-ends,n,BOD.face,0.758928,0.878087,PRP.rough,-0.119159,9.752704,0.4669,False
high-speed,adj,PRP.fast,0.793307,0.912425,ELM.earth,-0.119118,6.676032,0.6975,False
commander,n,SOC.work,0.823204,0.942275,SOC.official,-0.119072,6.23927,0.3374,False
consort,v,SOC.family,0.690885,0.809947,REL.together,-0.119062,9.31168,0.5586,False
isotonic solution,n,COM.answer,0.789049,0.908093,PRP.soft,-0.119043,5.594121,0.414,False
acquaintanceship,n,SOC.individual,0.724387,0.843419,SOC.request,-0.119032,11.684852,0.7906,False
infinite,n,FND.numberless,0.708348,0.827337,FND.timeless,-0.118989,14.294929,0.468,False
disregard,v,COM.practice,0.610035,0.728992,COM.conduct,-0.118956,12.906506,0.4613,True
drop dead,v,ACT.exit,0.721819,0.840762,EXS.death,-0.118943,17.625406,0.4622,False
touching,n,PER.feel,0.787607,0.906548,SOC.defend,-0.118941,12.930485,0.4618,False
stammer,n,BOD.mouth,0.780152,0.899091,PRP.shallow,-0.118938,11.366212,0.5352,False
preparatory,adj,COM.teach,0.732331,0.851247,WLD.science,-0.118916,9.107749,0.3467,False
defecate,v,EXS.being,0.652751,0.771665,ACT.lie_down,-0.118915,15.859728,0.4949,False
stirrer,n,SOC.homeless,0.768058,0.886972,PER.smell,-0.118914,7.380859,0.7154,True
rattle on,v,BOD.mouth,0.787425,0.906332,WLD.artless,-0.118907,8.499153,0.6017,False
well-situated,adj,STA.wealth,0.757669,0.876525,CHG.advance,-0.118856,8.866523,0.27,False
circumvolve,v,ACT.move,0.743266,0.862114,ELM.moon,-0.118848,8.257616,0.3512,False
limp,n,CHG.advance,0.790724,0.909562,ACT.lose,-0.118839,15.96579,0.5547,False
fille,n,BEI.female,0.786055,0.904889,WLD.art,-0.118834,13.165416,0.6244,False
Melia azedarach,n,NAT.tree,0.773029,0.891861,ELM.earth,-0.118831,8.736175,0.9444,False
realism,n,LOG.cause,0.677896,0.796726,LOG.effect,-0.11883,8.777648,0.3648,False
ataraxis,n,SOC.rest,0.822486,0.941312,PRP.single,-0.118826,12.054646,0.4962,False
receptor,n,PER.feel,0.816572,0.935373,BOD.hand,-0.118801,7.406275,0.4934,False
twine,v,SOC.homeless,0.770892,0.889683,STA.comfort,-0.118792,15.082033,0.5244,True
follow through,v,PRP.whole,0.781648,0.900428,COG.enlightenment,-0.118779,6.712231,0.3638,False
analytic,adj,FND.mind,0.737743,0.856498,FND.number,-0.118756,12.887156,0.5449,False
beaner,n,PER.touch,0.760459,0.879207,PER.odorless,-0.118748,10.419387,0.4448,False
quip,v,FND.language,0.71848,0.837227,COM.speak,-0.118747,7.581209,0.3753,False
arouse,v,SOC.awake,0.774536,0.893251,ACT.agitate,-0.118715,8.154671,0.372,False
spat,v,BEI.beast,0.816518,0.935229,WLD.artless,-0.118711,12.87202,0.6061,False
prattler,n,COM.speak,0.694896,0.813602,WLD.unskilled,-0.118706,10.302921,0.6364,False
location,n,ACT.move,0.677431,0.796133,NAT.sea,-0.118702,12.914899,0.565,False
working class,n,FND.labor,0.767103,0.885797,FND.spatiality,-0.118695,11.25852,0.4265,False
expose,v,EMO.manifest,0.810393,0.929071,COG.enlightenment,-0.118678,10.961993,0.5619,True
sandblast,n,ELM.wind,0.751203,0.869866,ELM.darkness,-0.118663,9.337524,0.7595,True
tamper,n,MAT.tool,0.804289,0.922951,ACT.dissolve,-0.118661,10.61694,0.6585,False
roping,n,SOC.work,0.783725,0.902375,MAT.tool,-0.118651,10.675935,0.6657,False
checkout,n,COG.learn,0.613557,0.732205,ECO.earn,-0.118648,11.640087,0.5038,True
perturbing,adj,PRP.heavy,0.813536,0.932168,ECO.waste,-0.118631,7.852403,0.9636,False
democratise,v,FND.transformation,0.743737,0.862355,WLD.culture,-0.118619,15.107006,0.435,False
cardinal,n,FND.number,0.536734,0.655352,FND.information,-0.118618,16.882442,0.4319,False
brew,v,MAT.drink,0.789299,0.907906,EXS.vitality,-0.118607,17.869356,0.4692,False
carry out,v,SOC.pass,0.770312,0.888913,PRP.blunt,-0.118601,9.621348,0.5894,True
attainment,n,ACT.arrive,0.768638,0.887236,BOD.face,-0.118598,7.877596,0.6728,True
value,n,FND.time,0.724077,0.842669,VAL.sacred,-0.118591,11.063349,0.6908,False
flocculent,adj,PRP.soft,0.73775,0.856325,PRP.wide,-0.118575,8.400307,0.7927,False
assimilate,v,SOC.individual,0.769163,0.887733,FND.memory,-0.11857,11.936414,0.5419,False
authorise,v,SOC.official,0.556895,0.675454,COM.teach,-0.118559,14.678683,0.586,True
jactitation,n,ACT.agitate,0.780103,0.898644,VAL.profane,-0.118541,7.697652,0.3357,False
amorous,adj,EMO.desire,0.830438,0.948979,EMO.apology,-0.118541,10.232916,0.4637,False
Homo rhodesiensis,n,BEI.male,0.691497,0.810032,SPC.place,-0.118535,14.36167,0.3335,False
duck soup,n,FND.labor,0.725932,0.844419,PRP.easy,-0.118486,8.282184,0.4624,False
spirit,n,EXS.spirit,0.75535,0.873829,COG.instinct,-0.118479,14.949164,0.3802,False
educate,v,SOC.individual,0.744567,0.863001,COG.learn,-0.118434,13.527183,0.5636,False
denounce,v,COM.announce,0.751943,0.870362,SOC.criticize,-0.118419,7.260398,0.4021,False
culminate,v,ACT.arrive,0.569873,0.688288,FND.transformation,-0.118415,11.20644,0.4655,True
crowding,n,ACT.move,0.602866,0.721274,STA.war,-0.118408,10.507646,0.3282,False
Negroid,n,SOC.individual,0.798932,0.917335,WLD.uncultured,-0.118403,9.542916,0.675,False
advertiser,n,SOC.praise,0.697475,0.815871,BEI.parent,-0.118396,9.889221,0.6273,True
crack up,v,STA.illness,0.801661,0.920044,EMO.worry,-0.118383,10.261349,0.7918,False
bash,n,PER.touch,0.74825,0.866625,PER.stench,-0.118375,10.491003,0.7973,False
combatant,n,SOC.individual,0.821432,0.9398,PER.blind,-0.118368,10.013261,0.7872,False
declivity,n,ACT.fall,0.759296,0.877663,NAT.sea,-0.118367,9.788386,0.8936,False
study,v,SOC.individual,0.800657,0.919014,COG.learn,-0.118357,12.249731,0.5562,False
ratter,n,ACT.obtain,0.794521,0.912866,WLD.unskilled,-0.118345,9.124139,0.941,False
debug,v,VAL.correct,0.761583,0.879923,COG.learn,-0.11834,6.198007,0.4113,False
science,n,SOC.individual,0.744767,0.863086,COG.learn,-0.118319,13.868659,0.5208,True
leave,v,ACT.exit,0.829926,0.948238,ACT.lie_down,-0.118312,10.533626,0.5921,False
impoverishment,n,STA.poverty,0.639011,0.757314,PRP.murky,-0.118303,11.141166,0.5153,True
the true,n,VAL.truth,0.816274,0.934568,EXS.spirit,-0.118294,13.53171,0.4777,False
engine,n,LOG.cause,0.748067,0.866357,ACT.build,-0.11829,12.041318,0.5972,False
run,v,SOC.individual,0.843897,0.962183,ACT.go,-0.118286,8.985148,0.7935,False
reflect,v,ACT.emit,0.677998,0.796283,ELM.wind,-0.118285,10.356502,0.6877,False
waker,n,FND.transformation,0.800767,0.919038,ABS.release,-0.11827,10.342433,0.7681,False
pile,n,SOC.homeless,0.791231,0.909496,MAT.clothing,-0.118266,5.758143,0.3916,False
initiative,adj,ACT.make,0.782546,0.90081,CHG.begin,-0.118264,12.088006,0.6197,False
stockade,n,SOC.defend,0.753999,0.872248,FND.spatiality,-0.118249,12.604817,0.689,False
adventurous,adj,FND.labor,0.730993,0.849226,EMO.hope,-0.118233,7.061752,0.3818,False
smell,n,PER.feel,0.832166,0.950379,PER.fragrance,-0.118213,7.72614,0.7448,False
common good,n,VAL.good,0.722458,0.840648,STA.peace,-0.11819,11.023454,0.6179,False
woodwind,n,ELM.wind,0.825141,0.943323,SPC.outside,-0.118182,8.996939,0.7114,False
Holarrhena antidysenterica,n,NAT.tree,0.743128,0.861293,STA.healing,-0.118165,8.86543,0.5718,True
wistful,adj,EMO.desire,0.830287,0.948447,EXS.spirit,-0.11816,11.851389,0.6092,False
Native American,n,SOC.individual,0.79003,0.908189,PER.untouched,-0.118159,16.028038,0.4047,False
quiet,v,COM.silence,0.823466,0.941572,PRP.wet,-0.118106,6.17242,0.4446,False
scamp,n,BEI.child,0.804875,0.922971,COM.speak,-0.118096,10.26283,0.5328,False
universal time,n,FND.time,0.812588,0.930657,FND.timeless,-0.118069,9.596556,0.6305,False
Amerindian,n,SOC.individual,0.807399,0.92545,ABS.wise,-0.118051,10.29233,0.6272,False
throw,v,SOC.individual,0.798154,0.916193,PER.see,-0.11804,10.933714,0.7112,False
stoop,v,SOC.individual,0.839379,0.957402,WLD.artless,-0.118022,14.421281,0.4142,False
victim,n,SOC.individual,0.80741,0.92543,EMO.shame,-0.11802,11.819557,0.6283,False
century,n,TIM.period,0.648451,0.766465,SOC.nation,-0.118014,7.539973,0.3688,False
absentminded,adj,SPC.nowhere,0.819866,0.93787,COG.mindless,-0.118005,6.931001,0.9708,False
display,n,EMO.manifest,0.806952,0.924948,BOD.eye,-0.117996,6.170765,0.4808,False
question,v,PRP.difficult,0.839238,0.957231,EMO.courage,-0.117993,5.384014,0.4174,False
remission,n,ECO.pay,0.715209,0.833171,COM.question,-0.117962,8.101066,0.3183,False
buttonlike,adj,ELM.light,0.785388,0.903333,ACT.go,-0.117945,7.66309,0.3712,True
bed,n,ACT.give,0.771234,0.88917,TIM.come,-0.117936,8.613713,0.8719,False
stay,n,EXS.being,0.793593,0.911509,FND.timeless,-0.117916,14.355024,0.5965,False
plain,adj,EMO.manifest,0.765172,0.883087,PRP.shallow,-0.117915,6.663121,0.3361,False
tin plague,n,FND.transformation,0.813827,0.931729,ACT.dissolve,-0.117902,14.380671,0.5403,False
spectate,v,SOC.individual,0.729948,0.847836,ECO.withdraw,-0.117888,12.014317,0.6756,False
pardon,v,SOC.individual,0.816361,0.934238,EMO.apology,-0.117877,10.170028,0.7982,False
Arawakan,adj,SOC.individual,0.799996,0.917862,EMO.satisfaction,-0.117865,9.212443,0.715,True
summate,v,PRP.whole,0.699299,0.817162,STA.peace,-0.117862,10.337023,0.5667,False
national,adj,SPC.inside,0.708181,0.826042,WLD.religion,-0.117861,8.339514,0.952,False
rental income,n,ECO.income,0.678289,0.796132,PRP.part,-0.117843,11.828776,0.5196,False
push,n,SOC.homeless,0.507035,0.624878,WLD.culture,-0.117842,10.643346,0.6006,True
hissing,n,BOD.mouth,0.760952,0.878777,PRP.dirty,-0.117825,8.227866,0.4077,False
house,n,SOC.family,0.803306,0.921128,SOC.village,-0.117823,13.060241,0.68,False
violent,adj,PRP.deep,0.796467,0.914288,SOC.attack,-0.11782,10.917014,0.8874,False
dupe,v,SOC.individual,0.815345,0.933165,WLD.uncultured,-0.11782,7.984774,0.7299,False
Shintoistic,adj,WLD.religion,0.767372,0.885187,SOC.village,-0.117814,15.75064,0.3707,False
five-year-old,adj,PRP.young,0.801995,0.919799,STA.health,-0.117804,9.635406,0.7086,False
breathe,v,ACT.emit,0.698604,0.816384,SOC.sleep,-0.11778,19.670914,0.3577,False
obturator,n,SOC.obstruct,0.786164,0.903944,ELM.sky,-0.117779,11.923874,0.5799,False
edger,n,ACT.give,0.745179,0.862947,ACT.emit,-0.117768,10.634607,0.6764,True
infernal,adj,SPC.place,0.727369,0.845124,PRP.dark,-0.117755,11.527186,0.5662,False
change surface,v,FND.transformation,0.748935,0.866686,SOC.pass,-0.11775,13.367682,0.5993,False
comestible,adj,MAT.food,0.73363,0.851368,ELM.sky,-0.117738,9.586354,0.5588,False
savour,n,PER.feel,0.686123,0.80386,EMO.like,-0.117738,10.881908,0.5824,False
condensation,n,COM.conduct,0.743944,0.861654,EXS.matter,-0.11771,7.420769,0.6121,False
discharge,v,EXS.void,0.644585,0.762285,EXS.matter,-0.1177,8.330995,0.6332,False
condition,v,COG.learn,0.791432,0.909092,CHG.end,-0.117659,11.616978,0.4676,False
knit,n,ACT.create,0.767595,0.885193,ACT.build,-0.117598,9.717553,0.8758,False
sweetness,n,PER.stench,0.741115,0.858708,PRP.wet,-0.117593,10.368952,0.6918,False
originator,n,ACT.build,0.726903,0.844468,CHG.begin,-0.117565,18.129904,0.5109,False
craton,n,PRP.part,0.607789,0.725354,BEI.plant,-0.117565,17.304097,0.4313,False
aura,n,ELM.light,0.762149,0.879713,BEI.human,-0.117564,9.001069,0.4271,False
seed,n,ACT.move,0.758917,0.876472,ACT.make,-0.117556,7.710734,0.3515,False
precursor,n,SOC.individual,0.628484,0.746029,LOG.effect,-0.117546,14.284452,0.686,False
frijolito,n,NAT.tree,0.774769,0.892288,ACT.give,-0.11752,8.148848,0.3395,False
plainness,n,EMO.manifest,0.809607,0.927115,PER.tasteless,-0.117509,8.677312,0.5492,False
apprehend,v,LOG.cause,0.806722,0.924226,LOG.reason,-0.117504,7.386402,0.5045,False
tapper,n,SOC.individual,0.786639,0.904124,SOC.sleep,-0.117486,11.138965,0.793,False
coinsurance,n,SOC.defend,0.752308,0.869791,FND.language,-0.117483,6.833345,0.348,False
flirtation,n,COM.speak,0.774255,0.891726,EMO.apology,-0.117471,12.402375,0.4563,False
bad,adj,WLD.unskilled,0.838373,0.955834,EMO.anger,-0.117462,7.708903,0.5999,False
take away,v,MAT.food,0.757943,0.875366,ACT.emit,-0.117423,7.57629,0.3656,False
Pterocarpus santalinus,n,NAT.tree,0.783913,0.901331,FND.spatiality,-0.117418,12.126958,0.4906,False
cart,v,SOC.individual,0.775236,0.892647,ACT.go,-0.117411,10.753556,0.7119,False
workpiece,n,FND.labor,0.784295,0.901697,STA.healing,-0.117402,9.256664,0.844,False
hauling,n,SOC.homeless,0.752102,0.869504,PRP.wet,-0.117402,7.918027,0.9769,False
hobble,v,BOD.foot,0.788235,0.905634,STA.wound,-0.117399,11.871297,0.6687,False
advertize,v,COM.announce,0.498228,0.615627,FND.information,-0.117399,10.102856,0.6174,True
animalistic,adj,WLD.nonscience,0.814092,0.931484,PER.tasteless,-0.117392,6.327187,0.3762,False
creepy,adj,PER.touch,0.793869,0.911246,STA.poverty,-0.117377,11.046552,0.5938,False
philosophy,n,LOG.cause,0.74038,0.857754,EMO.apology,-0.117373,14.967844,0.3559,False
fractional,adj,PRP.whole,0.60425,0.721616,FND.time,-0.117366,13.407487,0.6299,False
smooth,v,MAT.tool,0.814326,0.931692,PRP.narrow,-0.117365,8.56187,0.3123,False
burst,v,ABS.bound,0.739453,0.856792,STA.healing,-0.11734,11.803029,0.4988,True
refresh,v,FND.transformation,0.524935,0.642273,COG.learn,-0.117338,15.951749,0.5287,False
tipple,v,MAT.drink,0.734298,0.851618,ACT.sit,-0.11732,7.653171,0.4175,True
full-page,adj,PRP.whole,0.776293,0.8936,STA.comfort,-0.117307,15.962896,0.4319,False
dimension,n,PRP.sharp,0.820902,0.938207,EXS.matter,-0.117306,7.188039,0.7094,False
seller,n,ECO.sell,0.729519,0.846819,SOC.official,-0.1173,12.167789,0.5406,False
advance,n,ACT.give,0.749039,0.866328,BEI.parent,-0.117289,11.324735,0.5302,False
champion,v,SOC.individual,0.727454,0.84474,EMO.apology,-0.117286,14.742585,0.624,False
clasp,n,ACT.take,0.763979,0.881251,ACT.sit,-0.117272,9.485117,0.5357,False
missy,n,BEI.female,0.652326,0.769579,WLD.unskilled,-0.117253,9.605543,0.4126,False
associate,v,FND.memory,0.777581,0.894834,COM.question,-0.117252,9.113214,0.3162,False
indisposed,adj,STA.illness,0.821619,0.938862,WLD.artless,-0.117244,8.646335,0.5138,False
travel purposefully,v,ACT.move,0.833099,0.950341,PER.odorless,-0.117242,9.18944,0.5506,False
fragmentize,v,PRP.part,0.765205,0.882446,COM.conduct,-0.117241,10.426989,0.3926,False
survival of the fittest,n,COM.conduct,0.712401,0.829614,ABS.release,-0.117214,12.221714,0.5886,True
Buddhism,n,WLD.religion,0.827824,0.945024,COG.enlightenment,-0.1172,8.625781,0.5068,True
dilapidate,v,FND.transformation,0.739825,0.857014,ACT.dissolve,-0.11719,16.129316,0.5392,False
talk,n,COG.learn,0.730966,0.848134,ACT.calm,-0.117168,10.620942,0.5614,True
continuous,adj,FND.temporality,0.512356,0.62951,WLD.science,-0.117154,7.175476,0.9869,False
bitterness,n,PER.taste,0.806515,0.923653,STA.pain,-0.117137,10.935077,0.6215,False
cooker,n,ACT.make,0.712468,0.829597,ELM.wind,-0.117128,10.325354,0.781,False
hatch,v,SPC.place,0.748648,0.865766,EXS.matter,-0.117118,8.335697,0.8086,False
torrent,n,NAT.river,0.712449,0.829566,TIM.appear,-0.117117,11.252548,0.694,True
filet,v,PRP.part,0.766704,0.883807,ACT.give,-0.117104,18.177191,0.4039,False
hackwork,n,SOC.work,0.579197,0.696237,FND.uninformed,-0.11704,14.283942,0.5443,True
final cause,n,COG.intention,0.8285,0.945533,PRP.single,-0.117033,12.0087,0.5357,False
referee,v,SOC.official,0.766269,0.883283,COM.teach,-0.117014,9.574004,0.431,True
blessing,n,ACT.build,0.696172,0.813154,FND.language,-0.116983,8.329091,0.3518,False
rubbing,n,FND.labor,0.759142,0.876122,MAT.tool,-0.11698,6.925012,0.5138,True
sibilation,n,BOD.mouth,0.813083,0.930062,PER.odorless,-0.116979,13.566323,0.4369,False
sizz,v,BOD.mouth,0.75123,0.868197,ELM.wind,-0.116968,8.82813,0.746,False
accumulation,n,ECO.earn,0.802951,0.919908,PRP.strong,-0.116956,7.820329,0.5809,False
clarion,v,ELM.wind,0.683331,0.800265,PRP.clear,-0.116934,9.494077,0.3082,False
bereaved,n,SOC.individual,0.806667,0.923592,EMO.despair,-0.116925,12.372118,0.6357,False
psalmist,n,BOD.mouth,0.679638,0.796561,SOC.awake,-0.116924,9.632623,0.8138,False
proto,adj,ELM.morning,0.654819,0.771725,WLD.religion,-0.116907,10.85486,0.5076,False
sluice,n,SOC.homeless,0.56355,0.680454,PRP.wide,-0.116903,10.91273,0.6965,True
phantasmal,adj,WLD.religion,0.754988,0.87187,FND.intuition,-0.116882,12.100494,0.504,True
dissimilation,n,FND.transformation,0.540801,0.657673,WLD.science,-0.116872,16.533689,0.5664,False
perpetuate,v,CHG.stay,0.645163,0.76203,FND.time,-0.116867,12.911771,0.6772,False
divination,n,PER.feel,0.761109,0.877967,VAL.correct,-0.116859,9.57873,0.354,False
discriminator,n,SOC.individual,0.831129,0.947981,SOC.criticize,-0.116852,10.63161,0.694,False
hallucinatory,adj,PER.feel,0.76849,0.885325,EMO.sorrow,-0.116835,8.64058,0.6383,False
predator,n,BEI.beast,0.690536,0.807338,CHG.retreat,-0.116802,11.665897,0.4806,False
transfusion reaction,n,COM.answer,0.803247,0.920035,SOC.homeless,-0.116788,14.063464,0.6665,False
transduce,v,COM.conduct,0.430794,0.547581,FND.transformation,-0.116787,9.534533,0.5996,True
pop out,v,ACT.exit,0.759197,0.875951,ACT.go,-0.116754,8.536056,0.5998,False
pean,n,SOC.praise,0.766541,0.883284,COG.intention,-0.116743,8.078949,0.4817,True
veneration,n,COG.think,0.813459,0.930185,ABS.responsibility,-0.116726,8.357728,0.6079,True
slops,n,MAT.clothing,0.796794,0.913506,WLD.artless,-0.116712,10.082602,0.6664,True
coherent,adj,EXS.being,0.691667,0.808374,FND.time,-0.116707,13.072624,0.3805,False
springiness,n,ACT.give,0.736211,0.852913,ACT.emit,-0.116701,9.93968,0.5853,True
imbalance,n,FND.spatiality,0.792663,0.90931,ACT.dissolve,-0.116646,7.654549,0.3267,False
